"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Fe","Cu","Cr","Zn","Ni","NH3N","HW17"
"6321","2","1","0","1","1","0","0","0","0","0","0","1",31.12046992,7.624413979,0.009603369,2936.318,13.46777306,0.212432426,1.791092832,0.136505466,0.055,0.220602074,0.169,1.365358745,60.1
"5841","3","1","0","1","1","0","0","0","0","0","0","1",110.8958797,7.445925926,0.015597875,4769.193,21.87447306,0.345034577,2.909108413,0.277,0.008,0.111,0.006,2.21762744,60.17
"6331","2","1","0","1","1","0","0","0","0","0","0","1",26.21132352,7.624413979,0.008088471,2473.124,11.34327848,0.178921946,1.508554138,0.114972201,0.054,0.18580286,0.075,1.149978129,60.18
"3507","3","1","0","1","1","0","0","0","0","0","0","1",41.01842128,7.473833334,0.005769378,1764.04,8.090980059,0.127622177,1.076027664,0.066060316,0.02951726,0.199770411,0.026776698,0.820261103,60.2
"4656","4","1","0","1","1","0","0","0","0","0","0","1",61.66,7.210967742,0.030401906,9295.661,42.63565894,0.33,5.670159631,0.348106789,0.014,1.052696093,0.299141752,7,60.24
"4653","4","1","0","1","1","0","0","0","0","0","0","1",359.58,7.548045977,0.028881916,8830.91,40.50402299,3.09,5.386671199,0.33070265,0.003,1.000064918,0.284185696,32.39,60.25
"3308","3","1","0","1","1","0","0","0","0","0","0","1",238.8341994,7.473833334,0.007022357,2147.15,9.848159812,0.155338857,1.309716786,0.080407138,0.035927748,0.243156072,0.025097301,0.998403453,60.26
"1379","4","1","0","1","1","0","0","0","0","0","0","1",209.07336,7.555967742,0.03854995,11787,54.06248269,0.093661,7.18982454,0.441403223,0.035189,1.334830181,0.178917109,1.582799,60.3
"2337","1","1","0","1","1","0","0","0","0","0","0","1",1.96586,7.329587048,0.000562534,172,0.788898534,0.008486842,0.104916418,0.006441109,0.002878035,0.019478306,0.002610821,0.05794,60.341
"3309","3","1","0","1","1","0","0","0","0","0","0","1",200.7012603,7.473833334,0.005901148,1804.33,8.275774954,0.130537019,1.100603725,0.067569108,0.030191423,0.204333091,0.021090195,0.838995553,60.39
"2338","1","1","0","1","1","0","0","0","0","0","0","1",13.665623,7.062383333,0.003532192,1080,4.953548935,0.053289474,0.658777509,0.040444174,0.018071382,0.122305641,0.016393525,0.571151,60.479
"4937","3","1","0","1","1","0","0","0","0","0","0","1",669.376,7.560450931,0.103869137,31758.939,145.6661653,2.297649115,19.37229142,1.189318574,0.531414738,18.318,0.482074961,14.76759162,60.531
"1734","3","0","1","1","0","0","0","0","0","1","1","0",29.9963866,7.473833334,0.004219092,1290.0259,5.9168578,0.093328901,0.786888935,0.048309289,0.021585695,0.146090227,0.019581548,0.599849248,60.548
"3237","2","1","0","1","1","0","0","0","0","0","0","1",118.831257,7.31,0.011204898,3426,30.129258,0.839545,2.089788655,0.12933,0.057326439,0.387980674,0.052003904,1.593056018,60.621
"6311","2","1","0","1","1","0","0","0","0","0","0","1",7.547,7.3059375,0.010128521,3096.888,14.20424653,0.224049109,1.889037188,0.143970149,0.045,0.232665506,0.061,1.440022202,60.68
"9910","4","1","0","1","1","0","0","0","0","0","0","1",110.0277,7.62516129,0.013510634,4131,18.94732468,0.298863526,2.519823973,0.16,0.069123036,0.31605,0.062705233,1.04,60.7265
"2245","3","1","0","1","1","0","0","0","0","0","0","1",55.419515,7.383880194,0.007098812,3496,16.03482137,0.252923478,2.132487197,0.043774158,0.058497733,0.395907891,0.018656026,1.181984,60.788
"3007","3","1","0","1","1","0","0","0","0","0","0","1",202.26,7.8792436,0.016086256,4918.52,22.55937918,0.355837867,3.000194774,0.184190259,0.08230042,0.14,0.074659148,2.287063014,60.8
"6761","1","1","0","1","1","0","0","0","0","0","0","1",57.657,6.967741935,0.006879709,2103.534,9.648109821,0.152183391,1.283111935,0.078773792,0.04,0.238216736,0.039,0.978122445,60.91
"10010","4","1","0","1","1","0","0","0","0","0","0","1",43.60423,7.217724633,0.009118288,2788,12.78749484,0.201702133,1.700621941,0.115538,0.046650938,0.284228,0.042319581,1.370148,60.9555
"4021","2","1","0","1","1","0","0","0","0","0","0","1",87.6074085,8.040854167,0.012322274,3767.648,17.28076735,0.272576269,2.29818682,0.141092048,0.063043154,0.426670931,0.057189844,1.751918949,60.97
"4466","3","0","1","1","0","0","0","0","0","1","1","0",20.398,7.919278935,0.003164896,967.696,4.438453232,0.07000945,0.590274408,0.036238579,0.016192226,0.109587667,0.003307814,0.449969042,61
"2339","1","1","0","1","1","0","0","0","0","0","0","1",10.995845,7.267333333,0.003250925,994,4.559099668,0.049046053,0.6063193,0.03722362,0.016632365,0.112566488,0.015088115,0.175361,61.147
"3855","2","1","0","1","1","0","0","0","0","0","0","1",27.60983596,7.473833334,0.001701,1187.3898,5.446105074,0.085903535,0.724283051,0.044465741,0.01986831,0.134467103,0.0165,0.552124479,61.32
"3870","3","1","0","1","1","0","0","0","0","0","0","1",7.016595276,7.473833334,0.000443733,301.756,1.384039919,0.021831,0.184064876,0.011300252,0.005049211,0.034172649,0.007,0.140313547,61.328
"2592","4","1","0","1","1","0","0","0","0","0","0","1",187.3190461,7.473833334,0.026347048,8055.851,36.94912236,0.582812887,4.91390135,0.301678001,0.563969933,0.912292614,0.027378205,3.74589081,61.334
"4659","4","1","0","1","1","0","0","0","0","0","0","1",99.44056766,7.199310345,0.02304874,7047.363,32.32357175,1.003037881,4.298744671,0.26391183,0.073,0.798085418,0.453,9.58620096,61.48
"3735","4","1","0","1","1","0","0","0","0","0","0","1",176.874,7.60952381,0.030554016,9342.17,42.84897802,1.84,5.698529153,0.349848473,0.042,1.05796305,0.138,5.216,61.499
"4022","2","1","0","1","1","0","0","0","0","0","0","1",75.2583766,7.153,0.010585341,3236.565,14.84489177,0.234154255,1.97423725,0.121203888,0.054156669,0.366527924,0.049128434,1.504970622,61.51
"2134","3","1","0","1","1","0","0","0","0","0","0","1",50.26084,7.65,0.005790777,2077,9.526408462,0.01,1.266926747,0.006634352,0.034753945,0.235211868,0.016545593,0.669938,61.58
"3190","4","1","0","1","1","0","0","0","0","0","0","1",93.492916,7.267096774,0.021987895,6723,6.339389,0.568385,4.100889996,0.251764984,0.112494353,0.761352618,0.102049693,0.748108,61.618
"2133","3","1","0","1","1","0","0","0","0","0","0","1",37.05,7.602580645,0.007806,1795,8.232981796,0.018777313,1.09491262,0.016746,0.030035306,0.203276506,0.031601,1.5,61.62
"3243","2","0","1","1","0","0","0","0","0","1","1","0",55.761547,7.263225806,0.00692048,2116,25.021982,0.531905,1.290715935,0.111376,0.035406522,0.23962846,0.032119165,0.983919012,61.78
"7721","4","1","0","1","1","0","0","0","0","0","0","1",59.9251362,7.403461538,0.00842867,2577.143,11.82037404,0.18644736,1.572003562,0.096509648,0.043122718,0.291851044,0.039118943,1.198345933,61.8
"4112","3","1","0","1","1","0","0","0","0","0","0","1",3238.892,6.865254237,0.044189978,13511.49,61.97206195,0.00772155,8.241727528,0.505982458,0.226084534,1.530121714,0.001774294,8.876,61.824
"3871","3","1","0","1","1","0","0","0","0","0","0","1",5.970114442,7.473833334,0.000377553,256.751,1.177619114,0.018575045,0.156612763,0.009614891,0.004296153,0.029076015,0.021,0.119386668,61.865
"4481","4","0","1","1","0","0","0","0","0","1","1","0",108.601,7.429032258,0.002844664,869.782,3.989358982,0.062925712,0.530548907,0.032571865,0.014553854,0.098499301,0.013202586,10.862,61.88
"3046","2","1","0","1","1","0","0","0","0","0","0","1",14.62585144,7.473833334,0.002057175,629,2.884983593,0.045505969,0.383676901,0.023554987,0.003293824,0.071231712,0.001764139,0.292478761,61.9895
"2893","2","1","0","1","1","0","0","0","0","0","0","1",67.45149704,7.793225806,0.009487278,2900.822,13.30496642,0.209864413,1.769441011,0.10863088,0.004644414,1.054,0.011479123,1.348853457,62
"3810","3","1","0","1","1","0","0","0","0","0","0","1",92.34,7.968666667,0.020772723,6351.45,29.13168369,0.061831,3.874252233,0.237851065,0.04,0.71927608,0.042308,3.45,62
"1884","2","1","0","1","1","0","0","0","0","0","0","1",23.582126,7.954193548,0.003882141,1187,23.26897187,0.53,0.724045281,0.044451143,0.019861787,0.13442296,0.018017698,0.975299,62.067
"3772","4","1","0","1","1","0","0","0","0","0","0","1",173.81,7.413,0.025122715,7681.5,35.2321168,0.3,4.685555036,0.287659189,0.020792,0.869898875,0.138315,2.78,62.138
"3706","4","1","0","1","1","0","0","0","0","0","0","1",41.26,7.461612903,0.019025825,5817.32,26.68183268,0.080018,3.548444056,0.217848799,9e-06,0.658788013,0.090025,2.2,62.218
"3738","4","1","0","1","1","0","0","0","0","0","0","1",148.66,7.726774194,0.033714903,10308.64,47.28180805,1.3,6.288055726,0.38604114,0.035219,1.167411877,0.194452,5.27,62.3
"3705","4","1","0","1","1","0","0","0","0","0","0","1",61.07,7.555333333,0.017702659,5412.75,24.82622407,0.023553,3.301664781,0.202698337,0.020679,0.612972093,0.000514,1.48,62.31
"4961","3","1","0","1","1","0","0","0","0","0","0","1",832.1388,7.509666667,0.025615178,7832.075,35.92274702,0.566623469,4.77740265,0.293297968,0.13105224,0.886950886,0.118884552,3.64183719,62.32
"4116","3","1","0","1","1","0","0","0","0","0","0","1",2636.903,6.847580645,0.034301682,10488.053,48.1047072,0.002,6.39749392,0.392759854,0.175494085,1.187729675,0.001377264,11.886,62.419
"7731","4","1","0","1","1","0","0","0","0","0","0","1",167.1934327,7.755577968,0.023516313,7190.328,32.97929779,0.520195299,4.385950344,0.269265628,0.12031404,0.814275628,0.109143353,3.3434312,62.43
"3317","2","1","0","1","1","0","0","0","0","0","0","1",12.58976684,7.897333333,0.003895223,1191,1.243331574,0.095732254,0.726485198,0.044600937,0.019928718,0.134875943,0.018078415,0.086645976,62.44
"2459","4","1","0","1","1","0","0","0","0","0","0","1",90.101,7.127741935,0.003814378,1166.281,5.349287043,0.084376386,0.711407123,0.043675252,0.019515101,0.132076616,0.017703201,0.542309097,62.48
"2143","2","1","0","1","1","0","0","0","0","0","0","1",13.689891,7.02915,0.003535462,1081,8.729503362,0.006076723,0.659387489,0.040481622,0.018088115,0.122418887,0.016408704,0.121127,62.526
"3654","2","1","0","1","1","0","0","0","0","0","0","1",112.45,7.568064516,0.025251902,7721,13.53886741,0.200849921,4.709649213,0.289138397,0.129193648,0.87437209,0.065475017,2.36,62.56
"2369","5","0","1","1","0","0","0","0","0","1","1","0",847.82,7.39875,0.075775329,23169,106.2673845,12.32,14.13260751,0.62463,0.387681341,0.206906,1.544202,28.41,62.79
"2135","3","1","0","1","1","0","0","0","0","0","0","1",8.46,5.944482759,0.003035,412,1.889687186,0.00430989,0.25131142,3.7e-05,0.006893898,0.046657337,0.001506,0.0036,62.8
"3079","4","1","0","1","1","0","0","0","0","0","0","1",346.58,7.742580645,0.087323372,26699.92,122.4623706,1.931646632,16.28639518,2.978,0.729,1.866,0.449,8.58,62.861
"4661","4","1","0","1","1","0","0","0","0","0","0","1",102.7965951,7.405263158,0.023826613,7285.205,33.41446247,1.036889485,4.443823338,0.272818611,0.137,0.825020065,0.184,9.909726399,62.98
"3872","3","1","0","1","1","0","0","0","0","0","0","1",15.24369485,7.473833334,0.001,655.571,3.006854657,0.047428289,0.399884658,0.024550026,0.010969513,0.07424077,0.029,0.304834012,63.08
"4281","3","1","0","1","1","0","0","0","0","0","0","1",1.089032993,7.473833334,0.000153176,46.835,0.214814319,0.00338835,0.028568375,0.001753892,0.000783679,0.005303875,0.000710917,0.02177781,63.1
"4036","2","1","0","1","1","0","0","0","0","0","0","1",2.016925842,7.473833334,0.000283687,86.74,0.397843365,0.006275338,0.052909594,0.003248266,0.0014514,0.009822955,0.001316643,0.04033324,63.22
"3310","3","1","0","1","1","0","0","0","0","0","0","1",52.54207783,7.473833334,0.001544876,472.36,2.166535533,0.034173608,0.288129763,0.017689083,0.007903887,0.053492864,0.005521254,0.219642715,63.35
"3709","4","1","0","1","1","0","0","0","0","0","0","1",62.241111,7.571290323,0.01157774,3540,16.23663262,0.100101,2.159326281,0.132567015,0.045377,0.400890713,0.087062,1.89162,63.5
"3080","4","1","0","1","1","0","0","0","0","0","0","1",791.661,7.272903226,0.131060533,40072.957,183.7994014,2.899139489,24.44366926,2.177,0.259,4.461,1.002,15.278,63.507
"4113","3","1","0","1","1","0","0","0","0","0","0","1",1.125,6.523392857,0.021246497,6496.311,29.79610596,0.005,3.962614427,0.243275864,0.10870122,0.735681003,0.000853079,0.002,63.588
"3392","1","1","0","1","1","0","0","0","0","0","0","1",19.66086475,7.473833334,0.002765366,845.536,3.878151808,0.061171598,0.515759352,0.031663894,0.032,0.09575354,0.02,0.393165853,63.76
"4114","3","1","0","1","1","0","0","0","0","0","0","1",0.258,7.209770984,0.035892957,10974.6,50.3363131,0.001,6.694277458,0.410980216,0.18363536,1.242829159,0.001441156,0.002,63.765
"1322","4","1","0","1","1","0","0","0","0","0","0","1",30.22,7.176333333,0.003875599,1185,5.435143971,0.17,0.722825323,0.044376247,0.019828322,0.134196468,0.01,2.32,63.82
"3191","4","1","0","1","1","0","0","0","0","0","0","1",6.370906,7.84516129,0.001998305,611,0.581047,0.03731,0.372697276,0.022880917,0.010223717,0.069193284,0.009274485,0.089952,63.82
"2340","1","1","0","1","1","0","0","0","0","0","0","1",11.44024,7.159677419,0.003277089,1002,4.595792623,0.31,0.611199134,0.037523206,0.016766227,0.113472456,0.015209548,0.1199,63.857
"3740","4","1","0","1","1","0","0","0","0","0","0","1",208.288,7.635806452,0.043840042,13404.494,61.48131202,2.625,8.176462196,0.501975639,0.104,1.518004849,0.275,9.568,63.988
"3655","2","1","0","1","1","0","0","0","0","0","0","1",135.24,7.799333333,0.027995892,8560,15.01006411,0.270019,5.221421741,0.320557529,0.143232435,0.969385454,0.072589839,1.45,64.1
"4386","3","1","0","1","1","0","0","0","0","0","0","1",47.77085,7.473833334,0.002302151,1474,6.760676973,0.106638789,0.899109304,0.055198808,0.02466409,0.166924551,0.022374126,0.68539538,64.53
"1590","4","1","0","1","1","0","0","0","0","0","0","1",130.5597625,7.53842742,0.012515049,3826.5907,11.21401962,0.112993772,2.33414064,0.143299353,0.064029428,0.433345954,0.060541531,1.77932672,64.606
"11401","3","1","0","1","1","0","0","0","0","0","0","1",111.379,7.463967742,0.018240226,5577.116,25.58010836,0.403485004,3.401924619,0.208853566,0.484535301,0.631585879,0.699848667,2.593303621,64.76
"4662","4","1","0","1","1","0","0","0","0","0","0","1",158.7182741,7.399,0.036788368,11248.38,51.59203775,1.600960706,6.861277556,0.421232815,0.424,1.27383364,0.148,15.3006495,64.77
"3008","3","1","0","1","1","0","0","0","0","0","0","1",149.41,8.086296296,0.016232875,4963.35,22.76499732,0.359081162,3.02754014,0.185869067,0.08305055,0.15,0.075339631,2.307908519,64.8
"3486","2","1","0","1","1","0","0","0","0","0","0","1",59.13122452,7.473833334,0.008317004,2543,11.6637731,0.183977232,1.551177043,0.095231051,0.042551411,0.287984487,0.038600679,1.182469776,64.8
"2341","1","1","0","1","1","0","0","0","0","0","0","1",12.330175,7.317741935,0.00352238,1077,4.939789077,0.053141447,0.656947572,0.040331829,0.018021184,0.121965904,0.016347987,0.075464,64.867
"4682","2","1","0","1","1","0","0","0","0","0","0","1",74.99964552,7.245666667,0.000203941,3225.438,14.79385645,0.233349255,1.967450011,0.1207872,0.053970483,0.365267836,0.000311564,1.499796677,64.88
"4280","3","1","0","1","1","0","0","0","0","0","0","1",3.697108312,7.473833334,0.000520011,158.998,0.729263309,0.011502954,0.096985469,0.005954206,0.002660476,0.018005882,0.002413461,0.073932493,64.89
"4461","3","0","1","1","0","0","0","0","0","1","1","0",25.376,7.469032258,0.002352885,719.416,3.299687371,0.052047253,0.438828778,0.026940913,0.012037816,0.081470959,0.002459134,0.334521304,64.91
"6781","1","1","0","1","1","0","0","0","0","0","0","1",52.21,7.579032258,0.005498001,1681.064,7.710400729,0.121619151,1.025414032,0.062953005,0.062,0.190373714,0.047,0.781678086,64.93
"1869","3","1","0","1","1","0","0","0","0","0","0","1",379.5461931,7.473833334,0.053384437,16322.78,74.86637916,1.180896535,9.956555884,0.611260516,0.273125178,1.848488961,0.247766575,7.589930797,64.996
"4913","4","1","0","1","1","0","0","0","0","0","0","1",104.139424,7.473833334,0.012015994,3674,16.62688189,0.285120496,2.24106349,0.189676478,0.061476164,1.271250715,0.055768343,0.576908728,65
"2370","5","0","1","1","0","0","0","0","0","1","1","0",403.072305,7.914545455,0.051269112,15676,71.89984547,2.107686,9.562033553,0.225684517,0.262302763,0.15663326,0.620276136,2.803686,65
"3093","3","0","1","1","0","0","0","0","0","1","1","0",146.9842032,7.6605,0.020673818,6321.209,28.99297973,0.457317553,3.855805853,0.077589196,0.118559997,0.212283635,0.172,2.939299486,65.07
"1603","2","1","0","1","1","0","0","0","0","0","0","1",49.21912921,7.473833334,0.006922835,2116.72,9.708588984,0.153137352,1.29115512,0.079267586,0.03541857,0.239709997,0.032130094,0.984253805,65.113
"6351","2","1","0","1","1","0","0","0","0","0","0","1",31.50167559,7.624413979,0.009721004,2972.286,13.63274458,0.215034586,1.813032563,0.13817757,0.082,0.223304307,0.159,1.382083508,65.12
"2368","5","1","0","1","1","0","0","0","0","0","0","1",180.069,7.430714286,0.028892022,8834,40.51819564,3.51,5.388556035,0.464032,0.147817211,0.061257,0.500984,5.82,65.19
"4077","2","1","0","1","1","0","0","0","0","0","0","1",14.46308362,7.473833334,0.002034281,622,2.852877257,0.044999543,0.379407047,0.023292848,0.010407777,0.07043899,0.009441456,0.28922383,65.29
"4268","3","0","1","1","0","0","0","0","0","1","1","0",7.500085465,7.473833334,0.001054912,322.549,1.479409496,0.023335302,0.196748173,0.012078915,0.005397135,0.036527373,0.004896032,0.149982086,65.447
"3773","4","1","0","1","1","0","0","0","0","0","0","1",191.24,7.111290323,0.028570134,8735.58,40.06678056,0.12,5.328521885,0.327132703,0.034144,0.989269181,0.140141,1.32,65.45
"2631","4","1","0","1","1","0","0","0","0","0","0","1",175.4250665,7.473833334,0.02467412,7544.338,34.60300692,0.545806695,4.601889072,0.282522704,0.52816019,0.854365832,0.025639803,3.508042339,65.46
"4657","4","1","0","1","1","0","0","0","0","0","0","1",159.59,7.30032967,0.028176632,8615.263,39.51493228,1.71,5.25513102,0.322627035,0.012,0.975643766,0.277246004,23.14,65.48
"3318","2","1","0","1","1","0","0","0","0","0","0","1",42.685168,7.980967742,0.008362791,2557,4.120694,0.256817,1.559716751,0.095755327,0.04278567,0.289569931,0.038813188,0.081123,65.74
"7741","4","1","0","1","1","0","0","0","0","0","0","1",171.5148719,7.859097826,0.024124138,7376.176,33.83171183,0.533640757,4.499313754,0.276225321,0.123423791,0.835322164,0.111964375,3.429848677,65.81
"4130","3","0","1","1","0","0","0","0","0","1","1","0",10.12141474,7.473833334,0.001423611,435.282,1.996472859,0.031491143,0.265512955,0.016300575,0.00728347,0.04929393,0.006607228,0.202401813,65.857
"6771","1","1","0","1","1","0","0","0","0","0","0","1",138.248,6.938387097,0.017108806,5231.174,23.99340407,0.3784573,3.190907203,0.195898623,0.211,0.592409344,0.134,2.432444023,65.91
"3192","4","1","0","1","1","0","0","0","0","0","0","1",75.372349,7.147741935,0.004539521,1388,17.401041,1.016146,0.846651095,0.051978253,0.023225072,0.157185398,0.021068715,1.776466,65.91
"3625","4","1","0","1","1","0","0","0","0","0","0","1",236.205,7.699,0.019261932,5889.512,27.01294991,0.426085772,3.592479673,0.220552268,0.098547797,0.666963465,0.08939802,8.262242563,65.975
"2293","2","1","0","1","1","0","0","0","0","0","0","1",131.81679,7.771,0.015322518,4685,21.48831182,0.299889,2.857752437,0.17544533,0.084074,0.179278,0.071114504,1.397783,66
"2062","3","1","0","1","1","0","0","0","0","0","0","1",186.473,7.823103448,0.000893,5479.583005,25.13276163,0.39642883,3.342431523,0.20520112,0.125598121,0.6559,0.012368,2.547951746,66.07
"26410","4","1","0","1","1","0","0","0","0","0","0","1",204.6863262,7.473833334,0.028789814,8802.749,40.3748592,0.636848367,5.369493576,0.329648068,0.61625839,0.996875799,0.029916575,4.093190972,66.116
"2601","4","1","0","1","1","0","0","0","0","0","0","1",184.1722558,7.473833334,0.025904442,7920.52,36.32841057,0.573022158,4.831352258,0.296610084,0.554,0.896966925,0.009,3.682963238,66.13
"3624","4","1","0","1","1","0","0","0","0","0","0","1",251.813,6.561,0.024292647,7427.699,34.06802822,0.537368268,4.530741711,0.27815477,0.124285913,0.841156936,0.112746452,10.42012493,66.151
"4293","2","0","1","1","0","0","0","0","0","1","1","0",73.25902968,7.473833334,0.010304127,3150.581,14.45051589,0.227933611,1.9217888,0.097,0.01,0.225,0.002,1.464988915,66.185
"4115","3","1","0","1","1","0","0","0","0","0","0","1",1359.252,6.697096774,0.017168824,5249.525,24.07757313,0.003,3.202100931,0.196585836,0.087839048,0.594487521,0.001,5.038,66.401
"2964","4","1","0","1","1","0","0","0","0","0","0","1",292.625,7.274072241,0.637,17151.686,78.66825549,1.24086501,10.46217128,0.642301644,0.286995064,0.686,0.143,6.093,66.46
"4501","4","1","0","1","1","0","0","0","0","0","0","1",360.6485,7.991935484,0.009392463,5460.583,25.04561584,0.395054246,3.330841915,0.204489602,0.091370631,0.618388987,0.047,2.539116932,66.53
"2144","2","1","0","1","1","0","0","0","0","0","0","1",23.102035,7.266296296,0.00560899,1715,13.84930459,0.009640684,1.046114286,0.064223851,0.028696685,0.194216829,0.02603231,1.150463,66.71
"2342","1","1","0","1","1","0","0","0","0","0","0","1",12.23,6.893870968,0.003201867,979,4.490300378,0.03,0.597169613,0.036661895,0.016381373,0.110867799,0.014860427,0.52842,66.762
"2672","4","1","0","1","1","0","0","0","0","0","0","1",200.2475082,7.473833334,0.028165479,8611.853,39.49929191,0.623037704,5.253050991,0.322499336,0.602894239,0.975257597,0.029267805,4.004426225,67.157
"7751","4","1","0","1","1","0","0","0","0","0","0","1",131.8972537,7.851574074,0.018551788,5672.379,26.01704348,0.410376952,3.460033065,0.212421004,0.094914563,0.64237403,0.086102117,2.637599972,67.38
"2612","4","1","0","1","1","0","0","0","0","0","0","1",183.3245145,7.473833334,0.025785204,7884.062,36.1611916,0.570384548,4.809113637,0.295244793,0.55,0.892838204,0.044,3.666010629,67.49
"4658","4","1","0","1","1","0","0","0","0","0","0","1",314.67,7.579885057,0.024195139,7397.885,33.93128275,5.08,4.512555792,0.277038286,0.001,0.83778062,0.238069813,12.7,67.55
"3235","2","1","0","1","1","0","0","0","0","0","0","1",57.607952,7.531538462,0.006828904,2088,30.769718,0.813717,1.273636518,0.075892,0.034938005,0.236457573,0.031694148,0.970899289,67.604
"3063","3","0","1","1","0","0","0","0","0","1","1","0",107.93,7.108709677,0.014087919,4307.51,19.75690887,0.311633413,2.627491398,0.161308967,0.072076536,0.487808124,0.065384512,23.29,67.732
"4232","2","1","0","1","1","0","0","0","0","0","0","1",247.6915613,7.473833334,0.034838644,10652.234,48.85774295,0.770652194,6.497640911,0.327960683,0.027185655,0.653,0.0082222,4.953183152,67.775
"2469","1","1","0","1","1","0","0","0","0","0","0","1",3.321801,8.404516129,0.001056387,323,3.117512438,0.011581816,0.197023274,0.012095804,0.005404682,0.036578446,0.004902878,0.0717,67.775
"1409","4","1","0","1","1","0","0","0","0","0","0","1",102.03,7.329090909,0.03175506,9709.4,7.101934317,0.589852589,5.922531805,0.168762,0.037402,0.066017,0.013592829,10.29,67.93
"5911","3","1","0","1","1","0","0","0","0","0","0","1",169.1840367,7.445925926,0.023796299,7275.936,33.3719491,0.526388741,4.438169441,0.371220573,0.013646205,0.292571825,0.009153669,3.383238071,67.98
"3082","4","1","0","1","1","0","0","0","0","0","0","1",1012.263,7.390449067,0.133160921,40715.17,186.744988,2.945601373,24.83540582,4.129,0.303,0.246,0.771,23.973,68.085
"3081","4","1","0","1","1","0","0","0","0","0","0","1",456.69,7.984516129,0.096800482,29597.633,135.7530773,2.14128612,18.05393977,2.714,1.032,2.067,0.202,33.17,68.097
"10171","3","0","1","1","0","0","0","0","0","1","1","0",38.49,7.473833334,0.019092086,5837.58,57.86,0.51,3.560802234,0.218607502,0.097678831,0.661082376,0.19,2.714416798,68.12
"7761","4","1","0","1","1","0","0","0","0","0","0","1",54.44888258,7.929677419,0.007658417,2341.631,10.74017014,0.169408883,1.428346146,0.087690122,0.039181952,0.265180261,0.035544061,1.088835189,68.13
"1381","4","1","0","1","1","0","0","0","0","0","0","1",166.861781,7.555967742,0.032872279,10051,46.10011144,0.202677,6.130900692,0.376392958,0.025177,1.138235187,0.152566036,1.392194,68.2
"3193","4","1","0","1","1","0","0","0","0","0","0","1",20.318214,7.665,0.00190673,583,1.29552,0.150521,0.355617859,0.021832364,0.0097552,0.066022397,0.008849468,0.595244,68.24
"3626","4","1","0","1","1","0","0","0","0","0","0","1",433.767,7.077419355,0.034594029,10577.441,48.51469593,0.76524118,6.452018739,0.396107283,0.176989793,1.197852506,0.160556984,14.83881572,68.537
"2562","3","1","0","1","1","0","0","0","0","0","0","1",38.33433338,7.473833334,0.005391852,1648.608,7.561537411,0.119271072,1.005616548,0.061737582,0.027585764,0.186698203,0.025024534,0.766586368,68.54
"1390","4","0","1","1","0","0","0","0","0","1","1","0",65.457,7.555967742,0.017903857,5474.268,25.10838373,0.406,3.33918948,0.205002082,0.013,0.619938758,0.083094953,1.015,68.6
"1481","4","1","0","1","1","0","0","0","0","0","0","1",941.710487,7.21066668,0.025902741,7920,36.32602553,0.572984538,4.831035069,0.744189,0.008134714,1.662126,0.002123942,41.954199,68.696
"2247","3","1","0","1","1","0","0","0","0","0","0","1",66.620383,7.536333333,0.008660308,4265,19.56193168,0.308557961,2.601561183,0.05340297,0.071365226,0.482994038,0.022759711,1.521383,68.79
"8410","4","1","0","1","1","0","0","0","0","0","0","1",15.43969056,7.099333333,0.002171644,664,3.045515271,0.048038098,0.405026172,0.024865677,0.011110553,0.07519532,0.010078982,0.308753414,68.92
"4467","3","0","1","1","0","0","0","0","0","1","1","0",15.844,7.7675,0.002450952,749.401,3.437217154,0.054216564,0.457119004,0.028063801,0.012539548,0.084866639,0.00256163,0.348464032,69
"1410","4","1","0","1","1","0","0","0","0","0","0","1",109.87,7.466666667,0.047095892,14400,10.53287064,0.874809697,8.783700125,0.373833,0.115464,0.473127,0.020159509,8.74,69.101
"6381","2","1","0","1","1","0","0","0","0","0","0","1",34.581,6.928387097,0.011143624,3407.265,15.6278277,0.246503808,2.078360695,0.184,0.017,0.17,0.003,1.584344429,69.13
"4117","3","1","0","1","1","0","0","0","0","0","0","1",2248.483,7.518225806,0.035410407,10827.056,49.65958493,0.007,6.60427869,0.405454943,0.181166541,1.226120397,0.001421781,6.051,69.132
"3734","4","1","0","1","1","0","0","0","0","0","0","1",144.51,6.848421053,0.03329745,10181,46.69637196,0.35,6.210197984,0.381261238,0.02189,1.152957162,0.101098,4.86,69.15
"1323","4","1","0","1","1","0","0","0","0","0","0","1",22.079577,7.239354839,0.003299983,1009,4.627898959,0.1,0.615468988,0.037785344,0.016883356,0.114265178,0.012094696,0.961025,69.22
"4138","1","0","1","1","0","0","0","0","0","1","1","0",1.47432768,7.473833334,0.000207369,63.405,0.290814602,0.004587132,0.03867573,0.00237441,0.001060941,0.00718036,0.000962437,0.029482696,69.377
"3194","4","1","0","1","1","0","0","0","0","0","0","1",18.77296,7.604193548,0.004349449,1329.883913,0.182422,0.037819,0.811201493,0.049801904,0.02225263,0.150603986,0.02018656,0.267771,69.431
"5010","4","1","0","1","1","0","0","0","0","0","0","1",95.534392,7.473833334,0.020166199,6166,27.90456007,0.478511971,3.761131595,0.318330202,0.103174205,2.133514401,0.093594884,0.968214267,69.47
