"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Cu","Cr","Ni","Zn","NH3N","HWsum"
"212","4","0","0","1","0","0","0","0","0","0","1","0",18.5517408637959,8.04798603587987,0.0570349854929457,831.039148423458,5.37581961863878,0.017434827382518,0.054128134508471,0.0253892236906588,0.124561069958552,0.0121452680552061,0.537408806137907,610.449692796632
"213","4","0","1","0","0","0","0","0","0","0","1","0",34.684604821578,7.485,0.0374072583705881,1156.69910468656,6.2978257008792,0.041124371235351,0.0288031732414028,0.0258552148960085,0.0798078641250483,0.0234394955693278,0.325768223099279,370.030609042914
"557","5","0","1","0","0","0","0","0","0","0","0","0",8999.146697,7.485,1.411480721,43645.5,237.6346195,1.551737813,1.086824473,0.975589736,3.011374449,1.129899976,154.8789,284.676
"791","4","0","1","1","0","0","0","0","0","0","1","0",0.575,7.552666667,0.003,130.923,0.282,0.01,0.003260137,0.003,0.009033192,0.00338935,0.011,285.138
"662","4","0","1","1","0","0","0","0","0","0","1","0",44.04921234,7.485,0.047506964,1469,7.998195829,0.052227672,0.036579834,0.032835947,0.101355445,0.038029649,0.413723428,285.155
"674","4","0","1","1","0","0","0","0","0","0","1","0",172.3586607,7.485,0.185888378,5748,31.29586768,0.204359876,0.143131985,0.128482657,0.396590263,0.148804918,1.618844293,288.28
"981","3","0","1","0","0","0","0","0","0","1","1","0",31.264,8.069032258,0.010449689,323.123,1.685,0.011488061,0.008046144,0.007222634,0.022294265,0.008365047,0.974,290.907
"459","1","0","0","0","0","0","0","0","0","0","1","0",56.61468946,7.485,0.061058799,1888.0469,10.27976095,0.067126136,0.047014597,0.042202728,0.130268096,0.048877986,0.531742162,291.4
"991","3","0","1","0","0","0","0","0","0","1","1","0",28.857,7.505483871,0.010467734,323.681,2.296,0.0115079,0.008060039,0.007235107,0.022332765,0.008379493,1.271,291.436
"686","4","0","1","1","0","0","0","0","0","0","1","0",144.6517361,7.485,0.15600653,4824,26.26500795,0.171508706,0.120123295,0.107828869,0.332837757,0.124884295,1.358612538,291.63
"2001","3","1","0","0","0","0","0","0","0","1","1","0",370.6979606,7.431987634,0.399796808,12362.43,67.3091464,0.439524123,0.307839101,0.276332264,0.85296092,0.320040081,3.481706551,291.642
"437","4","0","0","0","0","0","0","0","0","0","1","0",512.7550212,7.485,0.553004987,17099.9,93.10302849,0.607956409,0.425807696,0.382226963,1.179828435,0.442684277,4.815949118,294.53
"717","4","0","1","0","0","0","0","0","0","0","1","0",37.77101514,7.485,0.040735944,1259.628,6.858237859,0.044783824,0.031366224,0.028155942,0.086909569,0.011,0.354756715,297.469
"679","2","0","0","0","0","0","0","0","0","0","1","0",21.51892481,7.485,0.023208106,717.636,3.90727928,0.025514266,0.017869984,0.016041019,0.04951417,0.018578247,0.202112203,300.11
"460","1","0","0","0","0","0","0","0","0","0","1","0",50.69188454,7.485,0.054671069,1690.5269,9.204333015,0.060103665,0.042096115,0.037787646,0.116639963,0.043764565,0.4761134,302.42
"792","4","0","1","1","0","0","0","0","0","0","1","0",3.222,7.384516129,0.008309709,256.951,0.42,0.002,0.006398383,0.002,0.017728647,0.006651979,0.056,302.921
"798","2","0","1","1","0","0","0","0","0","0","1","0",5.47814476,7.485,0.005908165,182.691,0.994689172,0.006495252,0.004549222,0.004083616,0.012604988,0.004729527,0.05145238,304.56
"1001","3","0","1","0","0","0","0","0","0","1","1","0",23.166,7.516774194,0.010711931,331.232,2.791,0.011776362,0.008248068,0.007403891,0.022853755,0.008574974,0.771,307.0475
"438","4","0","0","0","0","0","0","0","0","0","1","0",762.4921655,7.485,0.822345863,25428.4,138.4488242,0.904061354,0.633197178,0.568390465,1.75446344,0.658293491,7.161555363,309.04
"723","4","0","1","1","0","0","0","0","0","0","1","0",75.31944533,7.485,0.08123183,2511.833,13.67606006,0.089303737,0.062547607,0.05614596,0.173306978,0.065026636,0.707422846,314.03
"692","4","0","1","1","0","0","0","0","0","0","1","0",69.68711333,7.485,0.075157375,2324,12.65337448,0.08262567,0.057870343,0.051947407,0.160347212,0.060163993,0.654522293,317.083
"1011","3","0","1","0","0","0","0","0","0","1","1","0",24.697,7.495333333,0.010143303,313.649,2.613,0.01115123,0.00781023,0.007010866,0.021640595,0.008119783,0.544,317.786
"355","4","1","1","0","0","0","0","0","0","1","1","1",157.73,7.378571429,0.13,7279.67,39.63527994,0.258815667,0.181272377,0.16271944,0.502269701,0.188456976,2.050217856,318.691
"702","4","0","1","1","0","0","0","0","0","0","1","0",71.06646239,7.485,0.076644999,2370,12.90382853,0.084261118,0.059015798,0.052975626,0.163521038,0.061354846,0.667477553,318.95
"356","4","1","1","0","0","0","0","0","0","1","1","1",258.15,7.240967742,0.296,14274.36,77.71894255,0.50749938,0.355448415,0.319068841,0.98487686,0.369536356,4.020175057,319.786
"799","2","0","1","1","0","0","0","0","0","0","1","0",54.45900976,7.485,0.058733904,1816.157,9.888345365,0.064570219,0.045224453,0.040595803,0.125307965,0.047016892,0.511495371,321.8
"911","4","0","1","0","0","0","0","0","0","1","1","0",771.049,8.026129032,0.122328533,3782.6163,20.59503466,0.134484168,0.094191611,0.084551251,0.26098622,0.097924828,1.065321296,324.402
"526","2","0","1","0","0","0","0","0","0","0","1","0",30.36187166,7.485,0.032745201,1012.54,5.512929343,0.035999052,0.025213441,0.022632886,0.069861431,0.026212758,0.285167815,324.64
"747","4","1","1","1","0","0","0","0","0","1","1","0",0.337310817,7.511290323,0.000363789,11.249,0.061246906,0.000399938,0.000280113,0.000251444,0.000776138,0.000291215,0.003168124,325.408
"583","3","0","0","0","0","0","0","0","0","1","1","0",105.38,7.240333333,0.195233893,6036.98,32.86926362,0.214634043,0.150327929,0.134942107,0.41652879,0.156286067,1.700231493,326.29
"891","5","0","1","1","0","0","0","0","0","0","0","0",3605.98,7.027419355,7.484876371,231445.72,1774.6069,5.9934,5.763271646,5.173410061,15.96887944,5.991694755,51.21368,326.702
"357","4","1","1","0","0","0","0","0","0","1","1","1",247.94,7.410740741,0.3,7737.57,42.12838672,0.275095484,0.192674627,0.172954689,0.533863069,0.200311147,2.179179026,327.177
"712","4","0","1","1","0","0","0","0","0","0","1","0",126.9300993,7.485,0.13689379,4233,23.0472178,0.150496756,0.105406697,0.094618491,0.292060992,0.109584415,1.192165604,327.763
"358","4","1","1","0","0","0","0","0","0","1","1","1",441.78,7.37109525,0.13,8960.12,48.78474772,0.318561066,0.223117565,0.200281841,0.618214396,0.231960669,2.523493238,328.867
"359","4","1","1","0","0","0","0","0","0","1","1","1",227.28,7.37,0.26,6132.28,33.38813909,0.218022265,0.152701011,0.137072308,0.42310413,0.158753205,1.727071413,330.37
"892","5","0","1","1","0","0","0","0","0","0","0","0",2394.29,7.153214286,5.404811298,167126.4,543.0346132,3.3309,4.16164465,3.735707012,11.53108959,4.32658843,62.76013,331.307
"722","4","0","1","1","0","0","0","0","0","0","1","0",123.0619247,7.485,0.132721973,4104,22.34485751,0.145910391,0.102194445,0.091735008,0.28316048,0.106244848,1.155834548,331.75
"360","4","1","1","0","0","0","0","0","0","1","1","1",408.35,7.426622233,0.89,9494.31,51.69322712,0.337553238,0.236419527,0.212222368,0.655071486,0.245789844,2.673940425,332.812
"1021","3","0","1","0","0","0","0","0","0","1","1","0",15.718,7.390952381,0.009279058,286.925,5.313,0.010201106,0.007144771,0.006413515,0.01979674,0.007427949,0.73,333.312
"734","4","0","1","1","0","0","0","0","0","0","1","0",105.2203445,7.485,0.113479874,3509,19.10528874,0.124756229,0.087378242,0.07843522,0.24210773,0.090841416,0.988261069,334.66
"1031","3","0","1","0","0","0","0","0","0","1","1","0",53.037,7.327333333,0.014332485,443.186,5.388,0.015756687,0.011035855,0.009906353,0.030578158,0.011473253,1.242,335.5325
"361","4","1","1","0","0","0","0","0","0","1","1","1",334.97,7.3932,0.25,8532.73,46.45775731,0.303365978,0.21247505,0.19072857,0.588726102,0.220896345,2.403124786,335.687
"362","4","1","1","0","0","0","0","0","0","1","1","1",358.91,7.477037037,0.59,10349.41,56.34895023,0.367954791,0.257712526,0.231336064,0.714070153,0.267926776,2.914767453,338.045
"800","2","0","1","1","0","0","0","0","0","0","1","0",15.57210123,7.485,0.016794472,519.315,2.827490175,0.018463317,0.012931557,0.011608033,0.035830771,0.013444089,0.14625785,338.96
"363","4","1","1","0","0","0","0","0","0","1","1","1",632.279658,7.378451613,0.44,13569.03,73.87866518,0.482422631,0.337884865,0.303302892,0.936211757,0.351276688,3.821528668,345.033
"1041","3","0","1","0","0","0","0","0","0","1","1","0",28.441,8.142,0.010977407,339.441,1.499,0.012068219,0.008452482,0.007587384,0.023420145,0.00878749,0.802,347.059
"893","5","0","1","1","0","0","0","0","0","0","0","0",2528.78,7.079333333,5.36008975,165743.53,743.66,5.8806,4.127209555,3.704796293,11.43567679,4.290788524,7.64187,351.053
"1051","3","0","1","0","0","0","0","0","0","1","1","0",25.888,8.135806452,0.010161413,314.209,1.626,0.01117114,0.007824175,0.007023383,0.021679233,0.008134281,1.167,352.2505
"718","4","0","1","0","0","0","0","0","0","0","1","0",34.24027137,7.485,0.036928046,1141.881,6.217146257,0.04059754,0.028434185,0.025523992,0.078785471,0.026,0.32159491,353.483
"364","4","1","1","0","0","0","0","0","0","1","1","1",479.62,7.283548387,1.8,11476.95,62.48801471,0.408042462,0.285789603,0.256539497,0.791866149,0.297116668,3.232323419,353.541
"365","4","1","1","0","0","0","0","0","0","1","1","1",390.92,7.464967742,0.28,11212.92,61.05046288,0.398655347,0.279214945,0.250637744,0.773649077,0.290281427,3.15796304,355.72
"461","1","0","0","0","0","0","0","0","0","0","1","0",52.07319767,7.485,0.056160811,1736.5924,9.455143696,0.061741442,0.043243201,0.038817329,0.119818308,0.044957114,0.489087108,356.08
"894","5","0","1","1","0","0","0","0","0","0","0","0",2398.91,7.230967742,5.402159122,167044.39,140.64,5.4236,4.159602504,3.733873877,11.52543121,4.324465345,21.46232,358.357
"741","4","0","1","1","0","0","0","0","0","0","1","0",170.3496088,7.485,0.18372162,5681,30.9310759,0.20197781,0.141463606,0.126985034,0.391967517,0.147070414,1.599974675,358.466
"895","5","0","1","1","0","0","0","0","0","0","0","0",438.36,7.232015867,1.042152401,32225.21,260.8946,0.9994,0.80244577,0.720316736,2.223417627,0.834250129,4.32468,359.453
"801","2","0","1","1","0","0","0","0","0","0","1","0",8.23885193,7.485,0.008885581,274.758,1.495962076,0.00976853,0.006841799,0.006141551,0.018957263,0.007112968,0.077381771,363.98
"439","4","0","0","0","0","0","0","0","0","0","1","0",541.9972213,7.485,0.584542626,18075.1,98.41265447,0.642627903,0.450091327,0.404025204,1.247113547,0.467930372,5.090600641,370.12
"366","4","1","1","0","0","0","0","0","0","1","1","1",394.3,7.415333333,0.29,11033.64,60.07434542,0.392281367,0.274750661,0.246630373,0.761279435,0.285640205,3.10747132,371.15
"367","4","1","1","0","0","0","0","0","0","1","1","1",346.29,7.582666667,0.221,11275,61.38846696,0.400862491,0.28076081,0.252025393,0.777932362,0.291888562,3.175447009,372.869
"1381","1","0","0","1","0","0","0","0","0","0","1","0",35.33038592,7.485,0.038103731,1178.2353,6.415082819,0.041890052,0.02933945,0.026336604,0.08129378,0.030502298,0.331833593,372.92
"287","4","0","0","0","0","0","0","0","0","0","1","0",15.078,7.485,0.003491131,107.952,0.587761223,0.003838041,0.002688132,0.002413006,0.00744828,0.002794674,0.03040318,373.212
"912","4","0","1","0","0","0","0","0","0","1","1","0",60.4255,7.651206,0.009372034,289.8,1.577860552,0.010303321,0.007216362,0.006477779,0.019995104,0.007502377,0.081618141,373.355
"368","4","1","1","0","0","0","0","0","0","1","1","1",293.13,7.353870968,0.215,10272.78,55.93172644,0.365230348,0.255804349,0.229623185,0.708782972,0.265942969,2.893185678,373.463
"369","4","1","1","0","0","0","0","0","0","1","1","1",408.35,7.409333333,0.77,10635.07,57.90426992,0.378110922,0.264825798,0.237721303,0.733779612,0.275321977,2.995219621,375.486
"748","4","1","1","1","0","0","0","0","0","1","1","0",312.269784,5.680454545,0.336782168,10413.905,56.70010315,0.370247796,0.259318528,0.232777694,0.718520064,0.269596431,2.932931573,375.612
"896","5","0","1","1","0","0","0","0","0","0","0","0",2408.44,6.95,5.246536788,162232.27,1161.43,7.467,4.039775036,3.626310557,11.19341313,4.199888601,21.5158,377.617
"777","1","0","1","0","0","0","0","0","0","0","0","0",18.55641288,7.485,0.020013044,618.839,3.369363859,0.022001716,0.015409822,0.013832651,0.042697551,0.016020579,0.174287401,380.984
"913","4","0","1","0","0","0","0","0","0","1","1","0",61.8243,7.485,0.009407608,290.9,1.583849671,0.01034243,0.007243753,0.006502367,0.020071,0.007530854,0.081927941,384.0735
"370","4","1","1","0","0","0","0","0","0","1","1","1",236.62,7.480645161,1.25,10435.14,56.81572037,0.371002768,0.259847305,0.233252351,0.719985198,0.270146165,2.938912115,385.834
"749","4","1","1","1","0","0","0","0","0","1","1","0",115.8469396,6.966,0.12494063,3863.387,21.03480312,0.137355826,0.096202897,0.086356685,0.266559093,0.100015829,1.088069241,386.44
"475","4","0","0","0","0","0","0","0","0","0","1","0",164.3824248,7.485,0.177286027,5482,29.84758988,0.194902721,0.136508271,0.122536869,0.378237269,0.141918678,1.543929091,391.74
"371","4","1","1","0","0","0","0","0","0","1","1","1",519.2,7.176106,0.392,29879.62,162.6841743,1.062316532,0.74403781,0.667886737,2.061580787,0.773527212,8.415179597,391.969
"372","4","1","1","0","0","0","0","0","0","1","1","1",342.92,7.347419355,0.61,13492.76,73.46340146,0.479710987,0.335985652,0.301598061,0.930949416,0.349302201,3.800048282,392.058
"897","5","0","1","1","0","0","0","0","0","0","0","0",3358.68,7.589032258,5.426132514,167785.69,1686.64,19.6422,4.178061749,3.750443848,11.57657811,4.343656209,155.57773,400.654
"373","4","1","1","0","0","0","0","0","0","1","1","1",288.59,7.434,0.59,12932.53,70.41314329,0.45979301,0.322035264,0.289075472,0.892295664,0.334798899,3.642267291,401.594
"719","4","0","1","0","0","0","0","0","0","0","1","0",10.74812776,7.485,0.011591828,358.44,1.951581561,0.012743694,0.008925579,0.00801206,0.024731005,0.002,0.100949643,401.63
"374","4","1","1","0","0","0","0","0","0","1","1","1",473.93,7.85,0.178,9545.46,51.97172114,0.339371785,0.237693222,0.213365703,0.658600643,0.247114021,2.688346111,402.144
"1061","3","0","1","0","0","0","0","0","0","1","1","0",39.262,7.375483871,0.013699566,423.615,3.456,0.015060875,0.010548514,0.00946889,0.029227833,0.010966596,0.71,404.347
"750","4","1","1","1","0","0","0","0","0","1","1","0",80.36768297,7.117741935,0.086676342,2680.187,14.59268923,0.095289263,0.06673982,0.059909107,0.184922768,0.069385005,0.75483741,409.026
"2011","3","1","0","0","0","0","0","0","0","1","1","0",301.5391979,7.608733333,0.325209259,10056.05,54.75170671,0.3575249,0.250407516,0.224778709,0.693829422,0.260332237,2.832146687,410.367
"898","5","0","1","1","0","0","0","0","0","0","0","0",5803.84,7.367333333,12.42700962,384265.29,2812.37,7.8397,9.56865934,8.589322443,26.51285187,9.947906242,98.13783,414.341
"802","2","0","1","1","0","0","0","0","0","0","1","0",80.06491585,7.485,0.086349808,2670.09,14.53771457,0.094930282,0.066488393,0.059683413,0.184226113,0.069123612,0.75199373,415.76
"803","2","0","1","1","0","0","0","0","0","0","1","0",238.4589267,7.485,0.257177346,7952.382,43.29796361,0.282732741,0.198023699,0.177756292,0.548684285,0.205872226,2.239677839,421.72
"720","4","0","1","0","0","0","0","0","0","0","1","0",36.14914054,7.485,0.038986756,1205.54,6.563747447,0.042860822,0.030019369,0.026946935,0.083177701,0.015,0.339523582,424.572
"751","4","1","1","1","0","0","0","0","0","1","1","0",151.2957007,7.75,0.163172029,5045.57,27.4713798,0.179386231,0.125640649,0.112781531,0.34812525,0.130620326,1.421014649,425.299
"462","1","0","0","0","0","0","0","0","0","0","1","0",57.54487149,7.485,0.062061998,1919.0676,10.44865791,0.068229022,0.047787049,0.042896121,0.132408407,0.049681054,0.540478711,428.98
"752","4","1","1","1","0","0","0","0","0","1","1","0",1694.226323,7.119666667,1.827218783,56500.862,307.6276098,2.008787253,1.406938162,1.262940304,3.898345813,1.46270114,15.91268233,433.342
"753","4","1","1","1","0","0","0","0","0","1","1","0",5587.224553,7.581,6.025807482,186328.709,1014.495237,6.624584514,4.639804812,4.164928251,12.8559763,4.823700125,52.47689061,436.99
"724","4","0","1","1","0","0","0","0","0","0","1","0",56.98252887,7.485,0.061455513,1900.314,10.34655106,0.067562271,0.047320062,0.04247693,0.13111448,0.049195558,0.535197021,438.86
"725","4","0","1","1","0","0","0","0","0","0","1","0",93.76545031,7.485,0.1011258,3126.99,17.0253767,0.111174545,0.077865742,0.069896309,0.215750485,0.080951895,0.880673263,445.38
"804","2","0","1","1","0","0","0","0","0","0","1","0",0.36004009,7.485,0.000388302,12.007,0.065373953,0.000426887,0.000298988,0.000268387,0.000828438,0.000310839,0.003381605,453.34
"899","5","0","1","1","0","0","0","0","0","0","0","0",2177.64,7.181290323,6.006405657,185728.77,15.5262,2.4443,4.624865623,4.151518063,12.81458278,4.808168831,12.28024,459.43
"225","4","0","0","1","0","0","0","0","0","0","1","0",21.23,8.240344828,0.012516743,387.04,2.107298648,0.013760516,0.009637753,0.008651344,0.026704296,0.010019738,0.109004436,460.08
"754","4","1","1","1","0","0","0","0","0","1","1","0",1205.392902,7.510967742,1.300013182,40198.725,218.8681243,1.429193883,1.000995706,0.898545406,2.773560009,1.040669448,11.32141207,460.745
"755","4","1","1","1","0","0","0","0","0","1","1","0",351.2407728,7.185806452,0.378812281,11713.551,63.77622515,0.416454388,0.291681248,0.261828141,0.808190723,0.303241823,3.298958802,466.214
"2021","3","1","0","0","0","0","0","0","0","1","1","0",737.8857777,7.431987634,0.795807936,24607.8,133.9809417,0.874886386,0.612763269,0.550047934,1.697845143,0.637049699,6.930444781,467.198
"756","4","1","1","1","0","0","0","0","0","1","1","0",153.7056034,6.946774194,0.165771103,5125.938,27.9089557,0.182243572,0.127641907,0.114577963,0.353670338,0.132700902,1.443649179,471.516
"226","4","0","0","1","0","0","0","0","0","0","1","0",323.0831,7.726013148,0.164203017,5077.45,27.64495535,0.180519668,0.126434499,0.113494131,0.350324849,0.131445639,1.429993208,499
"440","4","0","0","0","0","0","0","0","0","0","1","0",898.010212,7.485,0.968501732,29947.8,163.0553908,1.06474055,0.745735573,0.669410736,2.066284949,0.775292264,8.434381546,499.859
"863","4","0","1","0","0","0","0","0","0","0","1","0",3.847604243,7.485,0.004149631,128.314,0.698625255,0.004561975,0.00319517,0.00286815,0.008853181,0.003321808,0.036137854,517.2
"914","4","0","1","0","0","0","0","0","0","1","1","0",1009.5168,7.962333333,0.158654472,4905.8791,26.71081127,0.174419771,0.122162181,0.109659078,0.338487106,0.127003991,1.381672649,525.6
"726","4","0","1","1","0","0","0","0","0","0","1","0",97.63566388,7.485,0.105299815,3256.058,17.72810722,0.115763328,0.081079688,0.072781312,0.224655689,0.084293223,0.917023471,525.856
"727","4","0","1","1","0","0","0","0","0","0","1","0",91.59936253,7.485,0.09878968,3054.753,16.63207127,0.108606288,0.076066956,0.068281625,0.210766405,0.079081815,0.860328716,528.066
"728","4","0","1","1","0","0","0","0","0","0","1","0",106.577714,7.485,0.114943794,3554.267,19.35175187,0.126365616,0.088505444,0.079447054,0.245230982,0.092013293,1.00100989,528.764
"729","4","0","1","1","0","0","0","0","0","0","1","0",93.99409241,7.485,0.10137239,3134.615,17.06689218,0.111445639,0.078055614,0.070066747,0.216276581,0.081149292,0.882820738,530.48
"2031","3","1","0","0","0","0","0","0","0","1","1","0",485.4559042,7.431987634,0.523562959,16189.5,88.14621604,0.575588762,0.403137661,0.36187717,1.117014278,0.419115731,4.559547614,534.501
"730","4","0","1","1","0","0","0","0","0","0","1","0",29.52199801,7.485,0.0318394,984.531,5.360430046,0.035003242,0.024515984,0.022006813,0.067928916,0.025487657,0.27727947,534.798
"285","4","1","0","0","0","0","0","0","0","0","1","0",9.325599073,8.251,0.010057635,311,1.693287204,0.01105705,0.007744267,0.006951654,0.021457824,0.008051206,0.087588827,536.228
"441","4","0","0","0","0","0","0","0","0","0","1","0",972.8668857,7.485,1.049234464,32444.2,176.6474235,1.153495594,0.80789888,0.725211729,2.238527108,0.839919368,9.137457902,539.38
"227","4","0","0","1","0","0","0","0","0","0","1","0",215.655,7.012580645,0.184595729,5708.029,31.07823944,0.202938778,0.14213666,0.127589202,0.393832415,0.147770144,1.607587017,544.694
"228","4","0","0","1","0","0","0","0","0","0","1","0",330.65,7.939666667,0.14929605,4616.5,25.13524237,0.164131414,0.1149563,0.103190707,0.318521042,0.11951251,1.300173048,556.26
"731","4","0","1","1","0","0","0","0","0","0","1","0",99.49358709,7.485,0.107303581,3318.018,18.06545795,0.117966205,0.082622565,0.074166278,0.228930695,0.085897251,0.934473644,572.136
"732","4","0","1","1","0","0","0","0","0","0","1","0",87.73664542,7.485,0.094623749,2925.935,15.93070191,0.104026394,0.072859236,0.06540221,0.20187845,0.075746959,0.824048917,577.364
"442","4","0","0","0","0","0","0","0","0","0","1","0",878.1415884,7.485,0.947073471,29285.2,159.4477634,1.04118299,0.729236051,0.654599914,2.020568055,0.758138795,8.247769468,585.58
"2041","3","1","0","0","0","0","0","0","0","1","1","0",512.2557568,7.431987634,0.552466532,17083.25,93.01237501,0.607364448,0.425393092,0.381854793,1.178679648,0.442253239,4.811259877,593.303
"733","4","0","1","1","0","0","0","0","0","0","1","0",95.52073196,7.485,0.103018867,3185.527,17.34409038,0.113255724,0.079323383,0.071204762,0.219789317,0.082467308,0.897159395,611.304
"229","4","0","0","1","0","0","0","0","0","0","1","0",75.46,7.655806452,0.04038771,1248.86,6.799609832,0.044400987,0.031098088,0.027915249,0.086166617,0.032330639,0.351724058,615.18
"476","4","0","0","0","0","0","0","0","0","0","1","0",0.188910849,7.485,0.00020374,6.3,0.034301316,0.000223985,0.000156877,0.000140821,0.000434676,0.000163095,0.001774307,621.18
"2051","3","1","0","0","0","0","0","0","0","1","1","0",603.8034537,7.405741935,0.65120049,20136.28,109.6350651,0.715909477,0.501417143,0.450097904,1.389327172,0.521290449,5.671103335,623.858
"375","4","1","1","0","0","0","0","0","0","1","1","1",183.72,7.434642857,0.07,4290.14,23.35832529,0.152528267,0.10682955,0.095895718,0.296003436,0.111063663,1.208258291,628.732
"477","4","0","0","0","0","0","0","0","0","0","1","0",521.1030816,7.485,0.562008349,17378.3,94.61881999,0.617854423,0.432740185,0.388449923,1.199036982,0.449891529,4.894356608,639.62
"478","4","0","0","0","0","0","0","0","0","0","1","0",427.904064,7.485,0.461493446,14270.2,77.69629279,0.507351478,0.355344826,0.318975854,0.984589836,0.369428661,4.019003451,641.78
"2061","3","1","0","0","0","0","0","0","0","1","1","0",475.5956574,7.458233333,0.512928708,15860.67,86.35585067,0.563897799,0.394949406,0.35452697,1.094326251,0.410602941,4.466937216,645.84
"286","4","1","0","0","0","0","0","0","0","0","1","0",25.45798589,8.044516129,0.027456373,849,4.622510727,0.030184679,0.021141102,0.018977344,0.058577789,0.021979015,0.239109048,655.038
"864","4","0","1","0","0","0","0","0","0","0","1","0",9.927175178,7.485,0.010706433,331.062,1.80251784,0.011770318,0.008243835,0.007400091,0.022842026,0.008570573,0.09323901,660.6
"479","4","0","0","0","0","0","0","0","0","0","1","0",544.7169378,7.485,0.587475833,18165.8,98.90648454,0.64585258,0.452349864,0.406052583,1.253371504,0.470278425,5.116145035,684.36
"480","4","0","0","0","0","0","0","0","0","0","1","0",448.6302829,7.485,0.48384662,14961.4,81.45963722,0.53192586,0.372556522,0.334425961,1.032280022,0.38732253,4.213670322,685.24
"2071","3","1","0","0","0","0","0","0","0","1","1","0",588.5004755,7.431987634,0.634696267,19625.94,106.8564407,0.69776525,0.488709074,0.438690486,1.354115642,0.508078705,5.527373168,687.0178
"2081","3","1","0","0","0","0","0","0","0","1","1","0",724.2784993,7.431987634,0.781132521,24154.01,131.5102124,0.858752693,0.601463362,0.539904554,1.666535349,0.625301928,6.802641136,687.045
"443","4","0","0","0","0","0","0","0","0","0","1","0",422.4616324,7.485,0.455623797,14088.7,76.7080882,0.50089857,0.350825261,0.31491886,0.972067022,0.364729967,3.967886499,697.64
"813","3","0","0","0","0","0","0","0","0","0","1","0",93.68298923,7.485,0.101036866,3124.24,17.0104039,0.111076774,0.077797264,0.069834839,0.215560745,0.080880702,0.879898764,698
"2091","3","1","0","0","0","0","0","0","0","1","1","0",676.092739,7.316777778,0.729164301,22547.06,122.7609266,0.801620455,0.56144841,0.503985068,1.555661876,0.583701013,6.350066008,712.786
"444","4","0","0","0","0","0","0","0","0","0","1","0",695.9835522,7.485,0.750616492,23210.4,126.372583,0.825204324,0.57796636,0.518812432,1.601429827,0.600873639,6.536886497,721.212
"2101","3","1","0","0","0","0","0","0","0","1","1","0",977.828944,7.431987634,1.054586031,32609.68,177.5484047,1.15937894,0.812019527,0.728910634,2.249944603,0.844203335,9.184063044,731.22
"2111","3","1","0","0","0","0","0","0","0","1","1","0",746.6788281,7.007791667,0.805291219,24901.04,135.5775318,0.88531201,0.620065291,0.556602606,1.718077594,0.644641131,7.013031751,737.174
"865","4","0","1","0","0","0","0","0","0","0","1","0",14.92479671,7.485,0.016096355,497.728,2.709956442,0.01769583,0.012394015,0.011125507,0.03434135,0.012885243,0.140178172,740.075
"230","4","0","0","1","0","0","0","0","0","0","1","0",142.79,7.536451613,0.150607423,4657.05,25.35602307,0.165573096,0.115966043,0.104097105,0.321318839,0.120562273,1.311593392,758.472
"866","4","0","1","0","0","0","0","0","0","0","1","0",3.275654157,7.485,0.003532785,109.24,0.594773936,0.003883833,0.002720205,0.002441796,0.007537147,0.002828018,0.030765927,761.48
"481","4","0","0","0","0","0","0","0","0","0","1","0",607.3064006,7.485,0.65497841,20253.1,110.2711096,0.720062804,0.504326098,0.452709133,1.397387311,0.524314699,5.704004064,764.68
"482","4","0","0","0","0","0","0","0","0","0","1","0",621.5017016,7.485,0.670288006,20726.5,112.8486085,0.736893695,0.516114317,0.463290847,1.43005012,0.536570135,5.837330593,769.68
"2121","3","1","0","0","0","0","0","0","0","1","1","0",761.6444656,7.431987634,0.821431621,25400.13,138.2949039,0.903056264,0.632493221,0.567758557,1.752512916,0.657561633,7.153593511,772.318
"2131","3","1","0","0","0","0","0","0","0","1","1","0",904.6253902,6.666153846,0.975636184,30168.41,164.2565358,1.072583945,0.751229022,0.67434194,2.081506205,0.781003442,8.496513286,783.253
"867","4","0","1","0","0","0","0","0","0","0","1","0",5.583365104,7.485,0.006021645,186.2,1.013794461,0.006620008,0.0046366,0.004162051,0.012847096,0.004820368,0.052440642,786.027
"535","4","0","1","1","0","0","0","0","0","0","1","0",387.7671503,7.485,0.418205886,12931.6715,70.40846906,0.459762488,0.322013886,0.289056283,0.892236431,0.334776674,3.642025506,788.362
"721","4","0","1","0","0","0","0","0","0","0","1","0",29.87834984,7.485,0.032223724,996.415,5.425134307,0.035425756,0.02481191,0.022272451,0.068748867,0.013,0.280626433,789.212
"868","4","0","1","0","0","0","0","0","0","0","1","0",14.31683362,7.485,0.015440669,477.453,2.599566095,0.016974989,0.011889143,0.010672309,0.032942451,0.012360361,0.134468,804.181
"231","4","0","0","1","0","0","0","0","0","0","1","0",232.244,7.156333333,0.204300447,6317.334,34.39569397,0.224601529,0.157309074,0.141208743,0.435872156,0.163543906,1.7791893,805.545
"536","4","0","1","1","0","0","0","0","0","0","1","0",409.922039,7.485,0.442099877,13670.5163,74.4312229,0.486030795,0.340411994,0.305571374,0.943213928,0.353903977,3.850110873,822.2
