"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Fe","Cu","Cr","Zn","Ni","NH3N","HW17logic"
"3942","2","0","1","1","0","0","0","0","0","1","1","0",81.85,7.446774194,0.032005584,9786,17.15987002,0.254567716,5.96925621,0.366469156,0.1637468,1.108225006,0.082986468,1.01,"1"
"3943","2","0","1","1","0","0","0","0","0","1","1","0",101.67,7.571612903,0.020418032,6243,10.94717643,0.162402028,3.808099992,0.233789796,0.104462627,0.706994555,0.052941398,1.32,"1"
"3944","1","0","1","0","0","0","0","0","0","1","0","1",40.94,8.23722725,0.001504452,460,2.109844917,0.033279405,0.280590421,0.017226222,0.00769707,0.052093144,0.006982427,1.62,"1"
"3945","1","0","1","0","0","0","0","0","0","1","0","1",81.34641513,7.401333333,0.004546062,1390,6.375400945,0.10056168,0.847871054,0.05205315,0.023258538,0.15741189,0.021099074,5.745488032,"1"
"3946","1","1","0","1","1","0","0","0","0","0","0","1",101.33,7.687096774,0.002910788,890,4.082091252,0.064388414,0.542881466,0.033328995,0.014892157,0.100788908,0.013509479,8.55,"1"
"3947","1","1","0","1","1","0","0","0","0","0","0","1",85.57,7.873103448,0.004209195,1287,5.902979148,0.093109987,0.785043199,0.048195974,0.021535064,0.145747556,0.019535617,6.71,"1"
"3948","1","1","0","1","1","0","0","0","0","0","0","1",79.04,8.048387097,0.003963904,1212,5.558982694,0.087683997,0.739294761,0.045387351,0.020280106,0.137254109,0.018397178,4.48,"1"
"3949","1","1","0","1","1","0","0","0","0","0","0","1",71.63,7.707586207,0.004519897,1382,6.33870799,0.099982908,0.84299122,0.051753564,0.023124676,0.156505923,0.02097764,4.55,"1"
"3950","1","1","0","1","1","0","0","0","0","0","0","1",30.81,8.043267871,0.004441404,1358,6.228629124,0.098246591,0.82835172,0.050854804,0.02272309,0.153788019,0.02061334,2.35,"1"
"3951","1","1","0","1","1","0","0","0","0","0","0","1",47.05217105,7.381935484,0.002629521,804,3.687641985,0.058166612,0.490423257,0.030108441,0.01345314,0.091049755,0.012204069,3.323289481,"1"
"3952","1","1","0","1","1","0","0","0","0","0","0","1",28.1,8.090184355,0.003084127,943,4.32518208,0.06822278,0.575210362,0.035313756,0.015778994,0.106790944,0.014313976,4.31,"1"
"3953","1","1","0","1","1","0","0","0","0","0","0","1",93.22650309,7.387096774,0.005209983,1593,7.30648468,0.115248026,0.971696826,0.059655157,0.026655288,0.180400821,0.024180449,6.584577292,"1"
"3954","1","1","0","1","1","0","0","0","0","0","0","1",15.67,7.276206897,0.00364012,1113,5.104907375,0.080521691,0.678906822,0.041679968,0.018623563,0.126042758,0.016894438,5.7578,"1"
"3955","1","1","0","1","1","0","0","0","0","0","0","1",64.71,7.758,0.002629521,804,3.687641985,0.058166612,0.490423257,0.030108441,0.01345314,0.091049755,0.012204069,6.59,"1"
"3956","1","1","0","1","1","0","0","0","0","0","0","1",131.04,7.9057619,0.003411182,1043,4.783844018,0.075457433,0.63620828,0.039058587,0.01745227,0.118115541,0.015831895,5.12,"1"
"3957","1","1","0","1","1","0","0","0","0","0","0","1",1.99,7.504193548,0.005128219,1568,7.191819195,0.113439363,0.956447347,0.058718949,0.026236969,0.177569672,0.023800969,0.76,"1"
"3958","1","1","0","1","1","0","0","0","0","0","0","1",48.19,8.205714286,0.005474897,1674,7.67800085,0.121108096,1.02110514,0.06268847,0.028010642,0.189573744,0.025409964,3.92,"1"
"3959","2","0","1","0","0","0","0","0","0","0","0","0",107.104,7.473833334,0.001676404,512.576,2.350991018,0.042,0.312660686,0.019195105,0.008576812,0.058047163,0.007780488,1.222,"1"
"3960","2","0","1","0","0","0","0","0","0","0","0","0",26.788,7.473833334,0.000523356,160.021,0.733955421,0.022,0.097609478,0.005992516,0.002677593,0.018121732,0.002428989,0.53,"1"
"3961","2","0","1","0","0","0","0","0","0","0","0","0",102.8,7.473833334,0.002249002,687.653,3.15400258,0.198,0.41945401,0.025751442,0.011506333,0.077873927,0.010438015,0.612,"1"
"3962","4","0","1","0","0","0","0","0","0","1","0","1",39.543445,6.7615098,0.004029315,1232,5.650715082,0.024233,0.751494344,0.046136317,0.0034,0.139519028,0.02713,0.335704,"1"
"3963","4","1","0","1","1","0","0","0","0","0","0","1",39.668823,7.87047619,0.010897466,3332,15.28261579,0.057076,2.032450612,0.124777767,0.019187,0.377335553,0.108403,0.948246,"1"
"3964","4","1","0","1","1","0","0","0","0","0","0","1",96.93,6.420909091,0.018524384,5664,25.97861219,0.52,3.454922049,0.212107225,0.074027,0.641425142,0.234889,2.08,"1"
"3965","4","1","0","1","1","0","0","0","0","0","0","1",53.606138,7.763159857,0.014831936,4535,20.80031891,0.076702,2.76625556,0.169828083,0.014091,0.513570448,0.121064,1.250772,"1"
"3966","4","1","0","1","1","0","0","0","0","0","0","1",39.46113,7.390645161,0.016755149,5123.04,23.49743457,0.032878,3.124947715,0.191849187,0.005126,0.580163605,0.061302,1.416271,"1"
"3967","4","1","0","1","1","0","0","0","0","0","0","1",57.34,7.530666667,0.015405099,4710.25,21.60412396,0.1,2.873154411,0.176390899,0.065073,0.533416803,0.02465,1.37,"1"
"3968","4","1","0","1","1","0","0","0","0","0","0","1",48.822241,7.381290323,0.013089616,4002.27,18.35688916,0.030865,2.441301354,0.149878245,0.011696,0.453240925,0.026483,1.696332,"1"
"3969","4","1","0","1","1","0","0","0","0","0","0","1",79.12,7.377096774,0.021449203,6558.29,30.08038004,0.06,4.000420326,0.245596873,0.084437,0.742699875,0.142279,2.52,"1"
"3970","4","1","0","1","1","0","0","0","0","0","0","1",53.35429,7.752258065,0.016346199,4998,22.92392368,0.074829,3.048675918,0.18716665,0.035662,0.566003329,0.194133,1.368719,"1"
"3971","4","1","0","1","1","0","0","0","0","0","0","1",60.08,7.590666667,0.013373762,4089.15,18.75537466,0.071359,2.494296345,0.153131754,0.07466,0.463079735,0.05115,1.34,"1"
"3972","4","1","0","1","1","0","0","0","0","0","0","1",56.016966,7.69,0.016745206,5120,23.48349125,0.090912,3.123093378,0.191735344,0.050013,0.579819337,0.146981,1.451462,"1"
"3973","4","1","0","1","1","0","0","0","0","0","0","1",63.476344,7.624193548,0.018262741,5584,25.61168264,0.140085,3.406123715,0.20911136,0.014056,0.632365464,0.186155,1.629015,"1"
"3974","4","1","0","1","1","0","0","0","0","0","0","1",82.75494,8.137741935,0.017562843,5370,24.6301461,0.229048,3.275588172,0.201097422,0.073806,0.608130828,0.075564,2.670589,"1"
"3975","4","1","0","1","1","0","0","0","0","0","0","1",65.91,7.223225806,0.016418969,5020.25,23.02597597,0.090159,3.062247955,0.187999875,0.058366,0.568523052,0.055264,1.51,"1"
"3976","4","1","0","1","1","0","0","0","0","0","0","1",58.213309,7.316666667,0.015203731,4648.68,21.3217258,0.07324,2.835597993,0.174085207,0.020541,0.526444249,0.068011,1.570611,"1"
"3977","4","1","0","1","1","0","0","0","0","0","0","1",52.066312,7.712580645,0.015355223,4695,21.53417801,0.086082,2.863852228,0.175819813,0.01526,0.531689802,0.170332,1.8008,"1"
"3978","4","1","0","1","1","0","0","0","0","0","0","1",38.823743,7.426,0.018684641,5713,26.20335654,0.074359,3.484811029,0.213942192,0.044325,0.646974194,0.189653,1.597954,"1"
"3979","4","1","0","1","1","0","0","0","0","0","0","1",48.283773,8.208709677,0.013945617,4264,19.55734506,0.020152,2.600951204,0.159679591,0.010672,0.482880792,0.153945,1.18835,"1"
"3980","4","1","0","1","1","0","0","0","0","0","0","1",62.757178,7.483870968,0.019723498,6030.64,27.66025033,0.017777,3.678564814,0.225837273,0.001795,0.682945642,0.010491,1.62274,"1"
"3981","4","1","0","1","1","0","0","0","0","0","0","1",54.937209,7.315,0.017971269,5494.88,25.20292312,0.033392,3.351762371,0.205773966,0.000507,0.622272984,0.024999,2.125907,"1"
"3982","4","1","0","1","1","0","0","0","0","0","0","1",46.69032,8.105806452,0.012892501,3942,18.08045361,0.03546,2.404537909,0.147621236,0.009691,0.446415591,0.09372,1.099571,"1"
"3983","4","1","0","1","1","0","0","0","0","0","0","1",61.07,7.555333333,0.017702659,5412.75,24.82622407,0.023553,3.301664781,0.202698337,0.020679,0.612972093,0.000514,1.48,"1"
"3984","4","1","0","1","1","0","0","0","0","0","0","1",41.26,7.461612903,0.019025825,5817.32,26.68183268,0.080018,3.548444056,0.217848799,9e-06,0.658788013,0.090025,2.2,"1"
"3985","4","1","0","1","1","0","0","0","0","0","0","1",25.94,7.64125,0.004676884,1430,6.55886572,0.06,0.872270221,0.053551082,0.012317,0.161941729,0.037737,0.87,"1"
"3986","4","1","0","1","1","0","0","0","0","0","0","1",73.96,7.608333333,0.012217034,3735.47,17.13317911,0.040066,2.27855891,0.139887036,0.08383,0.423026902,0.083728,1.81,"1"
"3987","4","1","0","1","1","0","0","0","0","0","0","1",62.241111,7.571290323,0.01157774,3540,16.23663262,0.100101,2.159326281,0.132567015,0.045377,0.400890713,0.087062,1.89162,"1"
"3988","4","1","0","1","1","0","0","0","0","0","0","1",90.48,7.54,0.016950727,5182.84,23.77171441,0.36,3.161424469,0.194088596,0.068127,0.586935713,0.11958,2.97,"1"
"3989","4","1","0","1","1","0","0","0","0","0","0","1",62.91,7.504666667,0.013200619,4036.21,18.51255903,0.11,2.462004047,0.151149241,0.053291,0.457084493,0.135724,2.02,"1"
"3990","4","1","0","1","1","0","0","0","0","0","0","1",63.705862,7.494,0.016951251,5183,23.77244827,0.351893,3.161522066,0.194094588,0.041261,0.586953833,0.180051,2.738335,"1"
"3991","4","0","1","1","0","0","0","0","0","1","1","0",75.175658,7.528064516,0.020172741,6168,28.29026836,0.225802,3.762351554,0.230981172,0.02808,0.698501108,0.198699,3.273312,"1"
"3992","4","0","1","1","0","0","0","0","0","1","1","0",65.73,7.568387097,0.01390637,4252,19.50230562,0.26,2.593631454,0.159230212,0.05295,0.48152184,0.129133,2.34,"1"
"3993","4","0","1","1","0","0","0","0","0","1","1","0",74.919986,7.504516129,0.035403313,10824.887,49.64963655,0.43568,6.602955646,0.405373718,0.059367,1.225874766,0.041746,2.915814,"1"
"3994","4","0","1","1","0","0","0","0","0","1","1","0",62.336128,7.503,0.031140193,9521.399,43.67103322,0.40032,5.80785511,0.356560296,0.083441,1.078260011,0.104026,2.643964,"1"
"3995","4","0","1","1","0","0","0","0","0","1","1","0",101.606204,7.464193548,0.017812059,5446.2,24.97964649,0.097537,3.322068585,0.203950983,0.031858,0.616760171,0.126998,2.801893,"1"
"3996","4","0","1","1","0","0","0","0","0","1","1","0",70.360724,7.572258065,0.017441833,5333,24.46044118,0.324402,3.253018942,0.199711834,0.026065,0.603940727,0.190031,3.680476,"1"
"3997","4","0","1","1","0","0","0","0","0","1","1","0",87.654032,7.590666667,0.021777468,6658.66,30.54073903,0.55791,4.061643936,0.24935556,0.0211,0.754066372,0.303814,3.646526,"1"
"3998","4","0","1","1","0","0","0","0","0","1","1","0",113.43,7.474,0.020842582,6372.81,29.22965388,0.16,3.887281389,0.238650961,0.049138,0.721695014,0.186311,3.18,"1"
"3999","4","0","1","1","0","0","0","0","0","1","1","0",84.372239,7.525483871,0.021885952,6691.83,30.6928772,0.404203,4.081876945,0.25059772,0.050085,0.757822741,0.302412,3.353551,"1"
"4000","4","0","1","1","0","0","0","0","0","1","1","0",77.851263,7.577666667,0.038443782,11754.538,53.91359185,0.241978,7.170023396,0.440187576,0.027493,1.33115399,0.316219,3.170587,"1"
"4001","4","0","1","1","0","0","0","0","0","1","1","0",78.972172,7.472903226,0.021819462,6671.5,30.59963122,0.368217,4.069476068,0.249836396,0.015676,0.755520451,0.23104,2.847944,"1"
"4002","4","0","1","1","0","0","0","0","0","1","1","0",98.169231,7.599354839,0.020877609,6383.52,29.27877657,0.480428,3.893814265,0.239052032,0.017912,0.722907878,0.307063,3.486998,"1"
"4003","4","0","1","1","0","0","0","0","0","1","1","0",70.373529,7.53,0.017935686,5484,25.15302071,0.353425,3.345125798,0.205366529,0.041739,0.621040868,0.264842,2.843619,"1"
"4004","4","0","1","1","0","0","0","0","0","1","1","0",89.260435,7.602666667,0.022331302,6828,31.31743716,0.597953,4.164937809,0.255697057,0.095638,0.773243444,0.282553,3.953405,"1"
"4005","4","0","1","1","0","0","0","0","0","1","1","0",84.999837,7.5,0.02142209,6550,30.04235697,0.544261,3.995363599,0.245286427,0.048859,0.741761066,0.278661,3.537308,"1"
"4006","4","0","1","1","0","0","0","0","0","1","1","0",105.59,7.44,0.019442754,5944.8,27.26653492,0.16,3.626204202,0.22262271,0.01,0.673224608,0.1,3.11,"1"
"4007","4","0","1","1","0","0","0","0","0","1","1","0",98.450826,7.576451613,0.02173374,6645.29,30.47941593,0.162441,4.053488514,0.248854876,0.011831,0.752552274,0.074829,4.880224,"1"
"4008","4","0","1","1","0","0","0","0","0","1","1","0",116.64,7.528666667,0.022080353,6751.27,30.96550585,0.313187,4.118134107,0.252823648,0.012063,0.764554081,0.226711,2.68,"1"
"4009","4","1","0","1","1","0","0","0","0","0","0","1",14.59,6.786666667,0.003008904,920,4.219689834,0.03,0.561180841,0.034452445,0.001197,0.104186287,0.009176,0.59,"1"
"4010","4","1","0","1","1","0","0","0","0","0","0","1",59.08,7.642666667,0.012191874,3727.777,17.09789425,0.988,2.27386634,0.139598947,0.016,0.422155701,0.123,1.567,"1"
"4011","4","1","0","1","1","0","0","0","0","0","0","1",184.84,7.743548387,0.043782402,13386.87,61.40047744,1.63,8.165711923,0.50131565,0.084934,1.516009002,0.304273,6.39,"1"
"4012","4","1","0","1","1","0","0","0","0","0","0","1",144.51,6.848421053,0.03329745,10181,46.69637196,0.35,6.210197984,0.381261238,0.02189,1.152957162,0.101098,4.86,"1"
"4013","4","1","0","1","1","0","0","0","0","0","0","1",176.874,7.60952381,0.030554016,9342.17,42.84897802,1.84,5.698529153,0.349848473,0.042,1.05796305,0.138,5.216,"1"
"4014","4","1","0","1","1","0","0","0","0","0","0","1",155.05529,7.695357143,0.027899051,8530.39,39.12565213,1.371765,5.203360258,0.319448684,0.033233,0.966032241,0.234593,4.709219,"1"
"4015","4","1","0","1","1","0","0","0","0","0","0","1",252.45,7.722,0.042423653,12971.42,59.49496642,1.75,7.912296075,0.48575775,0.063153,1.468960966,0.240447,8.52,"1"
"4016","4","1","0","1","1","0","0","0","0","0","0","1",148.66,7.726774194,0.033714903,10308.64,47.28180805,1.3,6.288055726,0.38604114,0.035219,1.167411877,0.194452,5.27,"1"
"4017","4","1","0","1","1","0","0","0","0","0","0","1",254.12,7.72,0.056755325,17353.46,79.59371603,1.92,10.58524922,0.649857739,0.05332,1.965209311,0.41366,12.01,"1"
"4018","4","1","0","1","1","0","0","0","0","0","0","1",208.288,7.635806452,0.043840042,13404.494,61.48131202,2.625,8.176462196,0.501975639,0.104,1.518004849,0.275,9.568,"1"
"4019","4","1","0","1","1","0","0","0","0","0","0","1",231.071,7.734,0.044052553,13469.471,61.77933679,4.468,8.216096813,0.504408918,0.081,1.525363232,0.341,13.078,"1"
"4020","4","1","0","1","1","0","0","0","0","0","0","1",236.308,7.703333333,0.04660516,14249.954,65.35911525,3.142,8.69217519,0.533636687,0.054,1.613749781,0.366,5.381,"1"
"4021","4","0","1","1","0","0","0","0","0","1","1","0",247.83,7.763225806,0.04833439,14778.682,67.78418934,4.29,9.014688259,0.553436656,0.069,1.673626094,0.38,7.282,"1"
"4022","4","0","1","1","0","0","0","0","0","1","1","0",175.996,7.649,0.037872783,11579.95,53.11282314,2.322,7.063528352,0.433649551,0.049,1.311382604,0.24,8.645,"1"
"4023","4","0","1","1","0","0","0","0","0","1","1","0",268.325,7.683928571,0.040904719,12506.992,57.36481195,3.815,7.629004666,0.468365706,0.115,1.416366369,0.287,8.905,"1"
"4024","4","0","1","1","0","0","0","0","0","1","1","0",140.662,7.749354839,0.026954215,8241.498,37.80061449,2.288,5.027142154,0.308630167,0.049,0.933316388,0.282,7.619,"1"
"4025","4","0","1","1","0","0","0","0","0","1","1","0",181.451,7.687333333,0.037227586,11382.675,52.2079978,1.935,6.94319471,0.426261935,0.059,1.289042006,0.167,6.989,"1"
"4026","4","0","1","1","0","0","0","0","0","1","1","0",197.44,7.314,0.041347871,12642.49,57.9862897,0.510949,7.711655625,0.473439877,0.06465,1.431710971,0.21077,12.84,"1"
"4027","4","0","1","1","0","0","0","0","0","1","1","0",274.746638,7.645806452,0.049629815,15174.77,69.60089424,2.208819,9.256293691,0.568269482,0.025147,1.718481461,0.462623,10.622023,"1"
"4028","4","0","1","1","0","0","0","0","0","1","1","0",202.688,7.586129032,0.04255995,13013.094,59.6861092,2.128,7.937716347,0.487318371,0.036,1.473680378,0.258,3.99,"1"
"4029","4","0","1","1","0","0","0","0","0","1","1","0",238.98,7.688,0.047582844,14548.89,66.7302209,2,8.874519925,0.544831334,0.04,1.647603077,0.38,11.12,"1"
"4030","4","0","1","1","0","0","0","0","0","1","1","0",208.56837,6.827096774,0.044132253,13493.84,61.89110812,0.322661,8.230961396,0.505321496,0.036109,1.528122922,0.244077,8.570941,"1"
"4031","4","0","1","1","0","0","0","0","0","1","1","0",281.089,7.618709677,0.050151526,15334.288,70.33254259,1.495,9.353596349,0.574243162,0.1,1.736546231,0.397,18.516,"1"
"4032","2","0","1","0","0","0","0","0","0","1","0","1",9.063,6.863461538,0.002452146,749.766,3.43889127,0.095,0.457341646,0.028077469,0.012545655,0.084907974,0.01138084,0.197,"1"
"4033","2","0","1","0","0","0","0","0","0","1","0","1",16.21225306,7.181843318,0.004015589,1227.803,5.63146504,0.157009802,0.748934261,0.045979147,0.020544534,0.139043735,0.018637055,0.716968889,"1"
"4034","2","0","1","0","0","0","0","0","0","1","0","1",23.578,6.854193548,0.005183191,1584.808,7.268911094,0.271,0.966699877,0.05934838,0.026518214,0.17947311,0.024056101,1.53,"1"
"4035","2","0","1","0","0","0","0","0","0","1","0","1",8.253268409,7.181843318,0.00204424,625.045,2.866843513,0.079929917,0.381264434,0.023406879,0.010458729,0.070783824,0.009487677,0.364991631,"1"
"4036","2","0","1","0","0","0","0","0","0","1","0","1",8.026,7.352,0.002354082,719.782,3.301366074,0.081,0.439052031,0.026954619,0.01204394,0.081512407,0.010925708,0.501,"1"
"4037","2","1","0","1","1","0","0","0","0","0","0","1",4.896,7.620887097,0.001871813,572.324,2.625032353,0.068493,0.349105722,0.021432566,0.009576561,0.064813383,0.008687415,0.364,"1"
"4038","2","1","0","1","1","0","0","0","0","0","0","1",15.092,7.122258065,0.002863764,875.622,4.016144839,0.113,0.534111185,0.032790564,0.014651574,0.099160658,0.013291232,0.145,"1"
"4039","2","1","0","1","1","0","0","0","0","0","0","1",22.948,6.736666667,0.005240811,1602.426,7.349718154,0.308,0.97744649,0.060008145,0.026813011,0.181468278,0.024323528,1.988,"1"
"4040","2","1","0","1","1","0","0","0","0","0","0","1",14.604,7.241428571,0.002606673,797.014,3.655599862,0.139,0.486161942,0.029846827,0.013336245,0.090258619,0.012098027,0.324,"1"
"4041","2","1","0","1","1","0","0","0","0","0","0","1",4.655,7.578938259,0.00238508,729.26,3.344838052,0.085691,0.444833413,0.027309554,0.012202533,0.082585752,0.011069576,0.387883,"1"
"4042","4","1","0","1","1","0","0","0","0","0","0","1",96.249575,7.377619048,0.015452686,4724.8,21.67085927,0.09179,2.882029608,0.176935772,0.022222,0.535064532,0.126307,0.820227,"1"
"4043","4","1","0","1","1","0","0","0","0","0","0","1",151.041217,7.220900548,0.022331302,6828,31.31743716,0.07696,4.164937809,0.255697057,0.022071,0.773243444,0.15398,0.886052,"1"
"4044","4","1","0","1","1","0","0","0","0","0","0","1",219.88,7.006774194,0.030984813,9473.89,43.45312752,0.22,5.77887561,0.354781164,0.042389,1.072879808,0.259354,1.7,"1"
"4045","4","1","0","1","1","0","0","0","0","0","0","1",297.136805,7.732666667,0.026236337,8022,36.7938607,0.229142,4.893252945,0.300410338,0.129239,0.908459125,0.243018,1.227125,"1"
"4046","4","1","0","1","1","0","0","0","0","0","0","1",157.61,7.488333333,0.022188674,6784.39,31.11741469,0.18,4.138336617,0.254063936,0.025466854,0.768304788,0.14,1.91,"1"
"4047","4","1","0","1","1","0","0","0","0","0","0","1",93.092423,7.225,0.012182792,3725,17.08515721,0.04211,2.272172428,0.139494953,0.009352,0.421841217,0.053222,0.530565,"1"
"4048","4","1","0","1","1","0","0","0","0","0","0","1",222.560476,7.457419355,0.031485566,9627,44.15538482,0.109452,5.872269521,0.360514875,0.025773,1.090218898,0.275422,1.676772,"1"
"4049","4","1","0","1","1","0","0","0","0","0","0","1",75.76,7.41625,0.010092911,3086,14.15430742,0.12,1.882395735,0.115565483,0.023106,0.349477046,0.11383,0.46,"1"
"4050","4","1","0","1","1","0","0","0","0","0","0","1",173.81,7.413,0.025122715,7681.5,35.2321168,0.3,4.685555036,0.287659189,0.020792,0.869898875,0.138315,2.78,"1"
"4051","4","1","0","1","1","0","0","0","0","0","0","1",191.24,7.111290323,0.028570134,8735.58,40.06678056,0.12,5.328521885,0.327132703,0.034144,0.989269181,0.140141,1.32,"1"
"4052","4","1","0","1","1","0","0","0","0","0","0","1",162.143971,7.107586207,0.023791079,7274.34,33.36462885,0.352161,4.437195914,0.272411735,0.027306,0.823789648,0.242947,2.776922,"1"
"4053","4","0","1","1","0","0","0","0","0","1","1","0",121.051859,7.572,0.016423482,5021.63,23.0323055,0.261003,3.063089726,0.188051554,0.007681,0.568679332,0.093368,0.725217,"1"
"4054","4","0","1","1","0","0","0","0","0","1","1","0",87.694821,8.044193548,0.024215138,7404,33.95932992,0.216603,4.516285814,0.277267283,0.030648,0.838473119,0.116521,1.237661,"1"
"4055","4","0","1","1","0","0","0","0","0","1","1","0",43.183489,7.07,0.006096563,1864.08,8.549825463,0.060016,1.137049981,0.069806645,0.005989,0.211099537,0.030064,0.650848,"1"
"4056","4","0","1","1","0","0","0","0","0","1","1","0",152.54,7.417037037,0.022243554,6801.17,31.19437816,0.22,4.148572068,0.254692319,0.050124,0.770205055,0.185626,0.97,"1"
"4057","4","0","1","1","0","0","0","0","0","1","1","0",172.11,7.582962963,0.024716088,7557.17,34.66186242,0.27,4.609716325,0.28300324,0.038384,0.855819004,0.202955,1.14,"1"
"4058","4","0","1","1","0","0","0","0","0","1","1","0",190.728462,7.214,0.026130273,7989.57,36.64511664,0.165727,4.87347132,0.299195889,0.014932,0.904786559,0.226308,1.636273,"1"
"4059","4","0","1","1","0","0","0","0","0","1","1","0",146.72,7.298,0.021519389,6579.75,30.1788089,0.300308,4.013510479,0.246400514,0.041296,0.745130133,0.114956,0.99,"1"
"4060","4","0","1","1","0","0","0","0","0","1","1","0",172.841693,7.022413793,0.02655358,8119,37.23876278,0.193559,4.952420925,0.304042824,0.032634,0.919443984,0.294861,1.212543,"1"
"4061","4","0","1","1","0","0","0","0","0","1","1","0",141.967663,7.367333333,0.021446521,6557.47,30.07661902,0.03898,3.999920143,0.245566166,0.016903,0.742607013,0.189094,1.098271,"1"
"4062","4","0","1","1","0","0","0","0","0","1","1","0",122.288955,7.35483871,0.019818638,6059.73,27.79367508,0.596567,3.696309108,0.226926644,0.005878,0.686239967,0.241723,2.619235,"1"
"4063","4","0","1","1","0","0","0","0","0","1","1","0",172.521912,7.303461538,0.02354255,7198.35,33.01609165,0.115371,4.390843597,0.269566038,0.002465,0.815184087,0.137912,0.962156,"0"
"4064","4","0","1","1","0","0","0","0","0","1","1","0",282.111644,6.791612903,0.027645943,8453,38.77069366,0.173378,5.156153969,0.316550559,0.022339,0.957268136,0.539319,1.439868,"1"
"4065","4","0","1","1","0","0","0","0","0","1","1","0",204.733454,7.58,0.03049132,9323,42.76105252,0.209293,5.686835852,0.349130589,0.074634,1.055792125,0.248432,2.187283,"1"
"4066","3","0","1","0","0","0","0","0","0","0","0","0",3.694595,7.2229697,0.000637757,195,0.89439078,0.001293,0.118945939,0.00730242,0.000727,0.022082963,0.011509,0.11081,"1"
"4067","3","0","1","0","0","0","0","0","0","1","0","1",13.89,7.855,0.002989281,914,4.192170118,0.02,0.557520966,0.034227755,0.005993128,0.103506811,0.040264299,0.71,"1"
"4068","3","0","1","0","0","0","0","0","0","1","0","1",18.380511,7.220967742,0.005746353,1757,8.058690259,0.02101,1.071733411,0.06579668,0.024365,0.198973159,0.127195,0.835461,"1"
"4069","3","0","1","0","0","0","0","0","0","1","0","1",31.046515,7.253870968,0.008045548,2460,11.28308369,0.034551,1.500548771,0.092122841,0.014909,0.278585072,0.052338,1.264225,"1"
"4070","3","0","1","0","0","0","0","0","0","1","0","1",24.419386,7.176774194,0.005232877,1600,7.338591015,0.029436,0.975966681,0.059917295,0.010198,0.181193543,0.038082,0.785091,"1"
"4071","3","0","1","0","0","0","0","0","0","1","0","1",27.215021,7.243,0.007682517,2349,10.77396893,0.03514,1.432841083,0.087966079,0.015833,0.26601477,0.148476,1.252815,"1"
"4072","3","0","1","0","0","0","0","0","0","1","0","1",13.495756,7.244,0.003440617,1052,4.825123593,0.011315,0.641698092,0.039395622,0.004954,0.119134754,0.063667,0.535733,"1"
"4073","3","1","0","1","1","0","0","0","0","0","0","1",14.422163,7.836956522,0.002394041,732,3.35740539,0.032691,0.446504756,0.027412162,0.004799748,0.082896046,0.032246682,0.35203,"1"
"4074","3","1","0","1","1","0","0","0","0","0","0","1",14.086727,7.594137931,0.003899017,1192.16,5.467984166,0.01662,0.727192774,0.044644377,0.007817032,0.135007309,0.052518038,0.608605,"1"
"4075","3","1","0","1","1","0","0","0","0","0","0","1",35.171825,7.203,0.008140394,2489,11.41609565,0.055501,1.518238167,0.093208842,0.022939,0.281869205,0.072393,1.231652,"1"
"4076","3","1","0","1","1","0","0","0","0","0","0","1",34.84,7.018709677,0.008206917,2509.34,11.50938749,0.09,1.530645144,0.093970541,0.016453824,0.284172628,0.110543563,1.23,"1"
"4077","3","1","0","1","1","0","0","0","0","0","0","1",20.533862,7.291,0.004441404,1358,6.228629124,0.010793,0.82835172,0.050854804,0.00890445,0.153788019,0.059823762,0.581693,"1"
"4078","3","1","0","1","1","0","0","0","0","0","0","1",17.626642,7.172258065,0.004958151,1516,6.953314987,0.013309,0.92472843,0.056771637,0.009940461,0.171680882,0.066784111,0.735045,"1"
"4079","3","1","0","1","1","0","0","0","0","0","0","1",7.836719,7.14534785,0.001782449,545,2.499707565,0.011129,0.332438651,0.020409329,0.003573583,0.061719051,0.0240088,0.299563,"1"
"4080","3","1","0","1","1","0","0","0","0","0","0","1",19.47,7.504285714,0.003789388,1158.64,5.314240684,0.010881,0.706746272,0.043389109,0.00759724,0.131211304,0.051041387,0.59,"1"
"4081","3","1","0","1","1","0","0","0","0","0","0","1",25.895159,7.493870968,0.006283442,1921.22,8.811904894,0.003184,1.171904191,0.071946441,0.012597502,0.217570411,0.084635205,0.909102,"1"
"4082","3","1","0","1","1","0","0","0","0","0","0","1",22.060196,7.464333333,0.005362718,1639.7,7.520679805,0.008955,1.000182854,0.061403993,0.010751566,0.185689408,0.072233448,0.730249,"1"
"4083","3","1","0","1","1","0","0","0","0","0","0","1",32.04,7.078,0.008067821,2466.81,11.31431856,0.01,1.50470273,0.092377864,0.016174953,0.279356277,0.108669996,1.59,"1"
"4084","3","1","0","1","1","0","0","0","0","0","0","1",25.723364,7.356923077,0.006148467,1879.95,8.622615112,0.03275,1.146730351,0.070400949,0.012326893,0.212896751,0.082817144,0.865839,"1"
"4085","3","1","0","1","1","0","0","0","0","0","0","1",9.1855,7.556071429,0.0034293,1048.54,4.80925389,0.01,0.639587565,0.03926605,0.01,0.118742923,0.046191169,0.58,"1"
"4086","3","1","0","1","1","0","0","0","0","0","0","1",19.97,7.389333333,0.005749787,1758.05,8.063506209,0.07,1.072373889,0.065836,0.011527591,0.199092067,0.01,0.74,"1"
