"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","water","N","P","Cu","Ni","NH3N","HW17"
"151","5","1","1","1","1","0","0","0","0","1","0","0",2909.06415618229,7.493988095,24702.9163294449,157.395317601845,2.46072239909336,1.48993775668501,0.188875069523251,49.2651803396766,165.743932097568
"152","5","1","1","1","1","0","0","0","0","1","0","0",1561.68934382136,7.88679682036585,96741.7482062057,616.392735930552,9.63669971552699,5.83490553801053,0.739673977611087,66.5049922287492,119.955311922186
"1531","4","1","1","1","1","0","0","0","0","1","1","0",568.511824683516,7.30465276919578,27524.2934554889,175.371800334541,2.74176718770289,1.47539190107659,0.210446926593413,54.8918703682058,4613.39389921724
"154","5","1","1","1","1","0","1","0","0","0","1","1",740.389131530261,7.72107664331369,29018.0243139725,114.335682548769,3.70173206654614,0.310014624816516,-10.77197226931,5.60840036713597,92.639851605487
"1551","4","1","1","1","1","0","0","0","0","1","1","0",578.400317032397,7.60577131512626,22015.6785741284,140.273507557236,2.19303958613754,0.90915438532947,0.168328821971598,43.9060053043712,3632.76702178032
"1561","5","1","1","1","1","0","0","0","0","1","1","0",764.328211390465,7.4617539026409,35360.6951567922,225.301651426534,3.52237175059153,2.13275364396321,0.270362966493672,9.49908912782865,83.1019676889842
"1571","5","1","1","1","1","0","0","0","0","1","1","0",3573.11319476217,7.23561743689374,50954.2105677552,324.656168017461,5.0756827902368,3.07326475852344,0.389588820576009,66.8414836942387,101.256275702628
"158","5","1","1","1","1","0","0","0","0","1","1","0",6059.55299786903,7.27279018016706,67602.7683288066,430.732916242081,6.73408937091627,4.0774099560863,0.516881382218432,231.65230012842,213.670581722779
"1591","4","1","1","1","1","0","0","0","0","1","1","1",2315.69762439503,7.493988095,15985.9858632808,101.855152988585,1.59240605312405,2.34666350318585,0.738053265262861,219.150717122331,362.056343940687
"1601","5","1","1","1","1","0","0","0","0","1","0","0",284.741092950643,7.41639597821179,27669.2497418616,176.295393314483,1.44070268205752,0.235332662046079,0.798983358932224,11.7646118916577,90.4747960951105
"161","5","1","1","1","1","0","0","0","0","1","1","0",1182.99962241417,7.4769969398979,36541.1440818161,232.822914571869,3.63995936894851,2.20395152957733,0.27938851535075,10.9464418072502,90.2355316118226
"1621","4","1","1","1","1","0","0","0","0","1","1","1",3238.24938782303,7.493988095,15005.9594409982,95.6108874235103,1.494783046234,1.32906388511881,1.31848500579596,135.891530642267,198.741475886423
"1631","5","1","1","1","1","0","0","0","0","1","1","0",990.857627819026,7.508784947,46708.361587543,297.60362330431,4.65274261784026,2.81717958103841,0.357125648686363,20.8450241398796,110.152897051793
"1641","4","1","1","1","1","0","0","0","0","1","1","1",1080.60406025979,7.493988095,8941.38851861058,56.9703053195542,0.890675202615645,1.88177880524658,1.47996575868689,99.9205171057675,365.710266718349
"1651","5","1","1","1","1","0","0","0","0","1","0","0",4488.16750369525,7.493988095,27101.9202043977,172.680637399795,2.69969347870964,1.6346318648611,0.207217519513247,54.0495287614234,202.919729651911
"1661","5","1","1","1","1","0","0","0","0","1","1","0",1136.32040413277,7.508784947,44483.3819536176,283.427103760919,4.43110655082397,2.68298161375127,0.34011376335185,10.6926702713476,112.513542109103
"167","4","1","1","1","1","0","0","0","0","1","1","1",2488.3154458387,7.493988095,17266.4140967075,110.013437056134,1.71995287332439,2.64860134196468,0.803784741563722,271.486031762967,370.086830199335
"168","5","1","1","1","1","0","0","0","0","1","0","0",347.836888973283,7.38414735818151,30385.7078009304,193.603381280657,1.54666985078259,0.349695537830509,1.02219464059218,9.79081306033187,95.2439305980727
"1691","5","1","1","1","1","0","0","0","0","1","1","0",2586.29958577224,7.26399689177366,57949.6044332664,369.227514340897,5.77251235321123,3.49518666025453,0.443074631025056,90.7233027326225,94.8814080334157
"170","4","1","1","1","1","0","0","0","0","1","0","0",742.716595013643,7.493988095,16450.3467267421,104.813841088712,1.6386622589364,0.992190248497139,0.125777067881365,32.8070292316999,82.1763304205814
"171","5","1","1","1","1","0","0","0","0","1","1","0",1709.39349154184,7.18460052198063,65231.2256150832,415.622565940659,6.49785377073819,3.93437214704784,0.498748895882144,110.825225752694,91.2838682820218
"1721","4","1","1","1","1","0","0","0","0","1","1","0",359.82516856482,7.71633518089039,15432.4009427209,98.3279713036095,1.53726200449529,0.598543954005652,0.117993995109008,30.77693360027,2945.45429435149
"801","5","0","0","1","0","0","0","0","0","0","0","0",2488.9394,7.412903226,118607,755.7077951,11.81475489,15.383,0.005343001,202.0174,79.45
"393","5","1","1","1","1","0","1","0","0","1","1","1",1923.900322,7.4715,76021,484.3699132,7.572651546,4.585149246,0.581246013,34.850333,79.523
"405","5","1","1","1","1","0","1","0","0","1","1","1",2054.08,7.522580645,77441,493.4174826,7.714101476,4.670795475,0.592103136,77.49,79.769
"453","5","1","1","1","1","0","0","0","0","1","1","0",602.662931,7.504666667,32100,204.5260417,3.197565339,1.936087276,0.245432144,7.781023,79.785
"289","4","1","1","1","1","0","0","0","0","1","0","0",185.2011707,7.493988095,4102,26.13600694,0.408610997,0.247409034,0.031363323,8.180644223,80.2775
"670","5","1","1","1","1","0","0","0","0","1","1","0",1947.773,6.803,47004.8,299.4923889,4.682271627,5.5881,0.359392176,813.431,80.506
"618","5","1","1","1","1","0","0","0","0","1","1","1",2593.304,7.73962963,144062.0206,917.895166,14.35039638,3.7491,3.9272,287.3037876,80.96
"294","4","1","1","1","1","0","0","0","0","1","0","0",713.9861809,7.493988095,15814,100.7593403,1.575274089,0.953809476,0.120911649,31.53795898,81.427
"462","5","1","1","1","1","0","0","0","0","1","1","0",753.616193,7.459666667,35111,223.7107118,3.49749896,2.117693469,0.268453832,9.725545,81.473
"499","5","1","1","1","1","0","0","0","0","1","1","0",3483.759612,7.676100968,209827,310.0373631,4.658970993,7.980447194,1.604308114,98.505426,81.5006
"686","5","0","0","1","1","0","0","0","0","0","1","0",2271.071,7.664516129,54220.227,422.418,65.662,3.270252075,0.414560329,100.177,81.545
"332","5","1","1","1","1","0","0","0","0","1","1","1",755.349319,7.72,27946,115.2430974,3.42892,0.277016,0.569203612,7.352073,82
"1391","4","1","1","1","1","0","0","0","0","1","1","1",694.6275,7.415483871,32184.07,205.061696,3.205939772,0.26324,0.246074932,3.444803,82.2
"300","4","1","1","1","1","0","0","0","0","1","0","0",817.7837166,7.493988095,18113,115.4074826,1.80428352,1.092471926,0.138489484,36.12286904,82.432
"401","5","1","1","1","1","0","1","0","0","1","1","1",1951.749541,7.4715,76214,485.5996181,7.591876783,4.596789896,0.582721664,43.49776,82.714
"1361","4","1","1","1","1","0","0","0","0","1","1","1",541.525,7.272258065,34955.11,222.7174543,3.481970347,0.173848,0.267261919,19.25399,83.106
"781","5","0","0","1","0","0","0","0","0","0","0","0",46.4772,7.39,3436,21.89256944,0.342268988,0.134405846,0.000154785,6.783605872,83.2
"390","5","1","1","1","1","0","1","0","0","1","1","1",16190.37564,7.248181818,72504,461.96125,7.222313935,4.373024046,0.554355519,729.404824,83.846
"496","5","1","1","1","1","0","0","0","0","1","1","0",2779.553337,7.782258065,173235,255.9695492,3.846487058,6.588726759,1.324530762,60.672872,84.2588
"991","5","1","1","1","1","0","0","0","0","1","1","1",21034.1,7.526774194,115231.4,734.200066,11.47850251,6.950094933,0.881043288,996.2,84.709
"5110","5","1","1","1","1","0","0","0","0","1","1","0",1143.912165,7.601290323,43603,277.8177257,4.343409391,2.62988204,0.333382485,10.193394,85.117
"619","5","1","1","1","1","0","0","0","0","1","1","1",308.8314,7.21,8259.0498,52.62276522,0.82270565,0.8841,0.0148,16.47107461,85.24
"494","5","1","1","1","1","0","0","0","0","1","1","0",2163.340178,7.700322581,143535,212.0852555,3.187032181,5.459132942,1.097448685,44.192423,85.58
"406","5","1","1","1","1","0","1","0","0","1","1","1",1971.724937,7.4715,69495,442.7893229,6.922579539,4.191538481,0.531349123,37.851417,85.699
"397","5","1","1","1","1","0","1","0","0","1","1","1",1448.57209,7.4715,64883,413.4038368,6.463166102,3.913369182,0.496086411,35.85625,86
"497","5","1","1","1","1","0","0","0","0","1","1","0",3079.365288,8.037333333,176363,260.5914371,3.915940757,6.707695427,1.348447016,84.986988,86.2224
"431","5","1","1","1","1","0","0","0","0","1","1","0",562.537975,7.508784947,26785,170.6613715,2.668124224,1.615517062,0.204794392,13.189503,86.369
"679","5","0","0","1","1","0","0","0","0","0","1","0",2379.382,7.618023964,38651.773,515.703,46.139,2.33125252,0.295526091,15.068,87.065
"720","5","1","1","1","1","0","0","0","0","1","1","0",8854.9298,7.712258065,88995.525,567.0374596,8.86507807,2.9287,0.171,1318.4332,88.611
"501","5","1","1","1","1","0","0","0","0","1","1","0",3360.96552,8.008507233,223201,329.7985935,4.955925523,8.489106712,1.706563862,59.366539,88.6906
"608","5","1","1","1","1","0","0","0","0","1","1","1",3938.407,7.633870968,171620,1093.481597,17.09551911,3.5392,5.8931,342.262838,88.88
"595","5","0","1","1","1","0","0","0","0","0","1","0",5604.962,7.275806452,109335.754,716.467,13.26215968,6.594503493,0.019,372.761,88.98
"498","5","1","1","1","1","0","0","0","0","1","1","0",3572.361699,7.988387097,201018,297.0213111,4.463377121,7.645410428,1.536955723,86.555161,89.1778
"396","5","1","1","1","1","0","1","0","0","1","1","1",1921.955411,7.4715,76919,490.0915451,7.662103685,4.639311439,0.588111996,64.190817,89.485
"304","4","1","1","1","1","0","0","0","0","1","0","0",791.6875984,7.493988095,17535,111.7247396,1.746707421,1.057610292,0.134070176,34.97016003,90.183
"296","5","1","1","1","1","0","0","0","0","1","0","0",283.319976,7.417157192,27623,176.0007118,1.439246622,0.232490048,0.793762425,11.82891945,90.442
"628","5","1","1","1","1","0","0","0","0","1","1","0",2144.036002,7.284516129,36084,229.9102083,3.594422046,2.17637923,0.275893255,171.347506,90.518
"394","5","1","1","1","1","0","1","0","0","1","1","1",1914.378128,7.4715,73497,468.2881771,7.321229274,4.432916091,0.561947859,40.460536,90.68
"404","5","1","1","1","1","0","1","0","0","1","1","1",1877.287382,7.4715,76208,485.5613889,7.591279107,4.59642801,0.582675789,41.466264,90.72
"5910","5","1","1","1","1","0","0","0","0","1","1","0",1214.734283,7.475483871,36784,234.3702778,3.664150885,2.218599201,0.281245358,11.119537,90.807
"403","5","1","1","1","1","0","1","0","0","1","1","1",1933.808364,7.4715,69274,441.3812153,6.900565149,4.178209033,0.529659388,40.469319,91
"625","5","1","1","1","1","0","0","0","0","1","1","0",1705.710452,7.18483871,65230,415.6147569,6.497731684,3.934298225,0.498739525,110.857855,91.2455
"722","5","1","1","1","1","0","0","0","0","1","1","0",15444.7161,7.500645161,93409.545,595.1615107,9.304770199,6.0644,0.035,906.0878,91.534
"596","5","0","1","1","1","0","0","0","0","0","1","0",4750.911,7.235833333,98941.711,869.395,12.00138767,5.967594634,0.032,405.624,91.752
"314","5","1","1","1","1","0","0","0","0","1","0","0",346.06456,7.383548387,29665,189.0113715,1.503534,0.357996,1.024275,8.989638,91.89
"505","5","1","1","1","1","0","0","0","0","1","1","0",3542.868549,7.92483871,192409,284.3007763,4.272224022,7.317980356,1.471132504,61.632589,92.0182
"402","5","1","1","1","1","0","1","0","0","1","1","1",1950.334096,7.4715,74114,472.2194097,7.382690265,4.470129981,0.566665356,49.578078,92.762
"632","5","1","1","1","1","0","0","0","0","1","1","0",2833.289344,7.319354839,57757,368.0003299,5.753326519,3.483569869,0.441602004,163.464177,92.844
"616","5","1","1","1","1","0","0","0","0","1","1","1",5450.5742,7.564666667,174124.8079,1109.44105,17.34502961,13.8575,7.7306,347.2581921,93.04
"634","5","1","1","1","1","0","0","0","0","1","1","0",4020.918338,7.302067452,57311,365.1586285,5.708899287,3.456669716,0.43819195,75.875753,93.9895
"624","5","1","1","1","1","0","0","0","0","1","1","0",2562.7097,7.258709678,57968,369.3447222,5.774344784,3.496296175,0.443215281,83.77585306,95.076
"623","5","1","1","1","1","0","0","0","0","1","1","0",3075.208828,7.199285714,47986,305.7441319,4.780011537,2.894239378,0.366894295,72.379873,95.131
"614","5","1","1","1","1","0","0","0","0","1","1","1",3247.812,7.570865097,119868.8457,763.7476801,11.94045066,8.0909,5.796,239.0551877,96.38
"637","5","1","1","1","1","0","0","0","0","1","1","0",3128.557377,7.1875,49898,317.9264931,4.970470881,3.009560215,0.381513181,52.78,96.65
"400","5","1","1","1","1","0","1","0","0","1","1","1",2034.45126,7.165806452,67482,429.9634375,6.72205932,4.070125905,0.515958004,41.877094,97.058
"561","5","1","1","1","1","0","0","0","0","1","1","0",804.92968,7.360322581,33461,213.197691,3.333138125,2.018174964,0.255838161,8.204836,97.221
"642","5","1","1","1","1","0","0","0","0","1","1","0",7272.305106,7.367741935,62973,401.2342188,6.272905984,3.798168973,0.481482816,288.481339,97.8025
"629","5","1","1","1","1","0","0","0","0","1","1","0",2378.190736,7.381,56424,359.5070833,5.620542887,3.40317098,0.431410071,196.318874,97.9385
"399","5","1","1","1","1","0","1","0","0","1","1","1",2083.601095,7.36875,67530,430.2692708,6.726840727,4.073020989,0.516325006,29.099648,97.947
"627","5","1","1","1","1","0","0","0","0","1","1","0",2249.4257,7.258709678,59831,381.2148785,5.959923108,3.608661614,0.45745952,86.46827672,98.029
"641","5","1","1","1","1","0","0","0","0","1","1","0",8009.864759,7.286666667,66551,424.0315451,6.629319964,4.013973343,0.508839708,362.143611,98.053
"192","5","1","1","1","1","0","0","0","0","1","0","0",122.63,7.493988095,3540.1,22.55584549,0.352638662,0.21351846,0.027067113,7.060043543,98.18
"633","5","1","1","1","1","0","0","0","0","1","1","0",3351.5133,7.258709678,64470,410.7723958,6.422026087,3.888459398,0.49292867,93.17259949,99.557
"194","5","1","1","1","1","0","0","0","0","1","0","0",1715.95,7.493988095,18003.20047,114.7078919,1.7933461,1.08584945,0.137649972,35.90389516,99.77
"1011","5","1","1","1","1","0","0","0","0","1","1","1",31348.7,7.49,195902.5,1248.19822,19.51436273,11.81571145,1.49784332,3882.41,101.6475
"262","5","1","1","1","1","0","0","0","0","1","0","0",498.056125,7.211935484,31679.56241,201.8472119,0.988622,0.194002,0.271864,19.561039,101.74
"522","5","1","1","1","1","0","0","0","0","1","1","0",1059.933264,7.508784947,45313,288.7130382,4.513746984,2.7330194,0.346456908,12.212029,102.167
"725","5","1","1","1","1","0","0","0","0","1","1","0",6693.9923,7.195666667,81218.272,517.4844761,8.090365465,2.7667,0.043,1239.3784,102.997
"647","5","1","1","1","1","0","0","0","0","1","1","0",3792.321418,7.251612903,52261,332.9824132,5.205855519,3.152082777,0.399580351,64.403143,103.953
"1091","5","1","1","1","1","0","0","0","0","1","0","0",1263.855907,7.740666667,80668,513.9784028,8.035551425,4.865429545,0.61677633,24.78197,105.52
"648","5","1","1","1","1","0","0","0","0","1","1","0",3657.78,7.109354839,69972,445.8285417,6.970094763,4.220308376,0.534996199,42.93,106.725
"622","5","1","1","1","1","0","0","0","0","1","1","0",1098.021144,7.508784947,47736,304.15125,4.75510838,2.879160816,0.364982829,24.971524,107.205
"626","5","1","1","1","1","0","0","0","0","1","1","0",2999.4846,7.258709678,58127,370.3577951,5.790183191,3.50588614,0.444430973,84.00564123,109.015
"5010","5","1","1","1","1","0","0","0","0","1","1","0",690.857167,7.538064516,28691,182.8055035,2.857985892,1.730476014,0.219367403,9.264612,110.038
"645","5","1","1","1","1","0","0","0","0","1","1","0",3439.038703,7.2462381,58665,373.7856771,5.843774785,3.538335204,0.448544446,76.525144,110.786
"507","5","1","1","1","1","0","0","0","0","1","1","0",2204.268411,7.7368,114610,169.3460907,2.031184,5.376013,0.87629215,36.200394,111.78
"638","5","1","1","1","1","0","0","0","0","1","1","0",4835.082145,7.265806452,66599,424.3373785,6.63410137,4.016868427,0.509206709,206.548752,112.831
"2310","5","1","1","1","1","0","0","0","0","1","0","0",426.02781,7.269032258,33129,211.0823438,2.435899,0.647511,1.063782,15.938357,113.004
"1121","5","1","1","1","1","0","0","0","0","1","0","0",2241.931637,7.903913032,107561,685.3278993,10.71443381,6.487460545,0.822396475,162.155783,113.229
"811","5","0","0","1","0","0","0","0","0","0","0","0",1513.9813,7.067741935,62156,396.0286806,6.191522467,0.6958,0.0028,123.3452,113.471
"606","5","1","1","1","1","0","0","0","0","1","1","0",869.436435,7.508784947,45544,290.1848611,4.536757501,2.746951991,0.348223102,16.16951,113.493
"1181","5","1","1","1","1","0","0","0","0","1","0","0",1554.698346,7.856774194,96971,617.8534201,9.659536089,5.848732687,0.741426805,62.715014,113.791
"640","5","1","1","1","1","0","0","0","0","1","1","0",3905.41,7.042580645,65962,420.2787153,6.570648127,3.978448252,0.504336295,91.37,114.161
"717","5","1","1","1","1","0","0","0","0","1","1","0",7785.4618,7.544655914,91962,585.9384375,9.160576439,3.528547543,0.082321281,1362.380344,114.286
"506","5","1","1","1","1","0","0","0","0","1","1","0",23950.71,7.744516129,243652,360.0166975,5.410016825,9.26692904,1.862929369,357.16,115.5305
"692","5","0","0","1","1","0","0","0","0","0","1","0",2853.256,7.621333333,66586.259,614.11,49.632,4.016099963,0.509109293,50.544,115.562
"688","5","0","0","1","1","0","0","0","0","0","1","0",2339.075,7.481290323,66213.532,442.116,27.058,3.993619215,0.506259474,68.162,115.945
"646","5","1","1","1","1","0","0","0","0","1","1","0",3591.703579,7.31891129,60537,385.7131771,6.030249623,3.651243471,0.462857498,87.488594,116.482
"3310","5","1","1","1","1","0","0","0","0","1","0","0",359.427584,7.388064516,35099,223.6342535,1.828770126,0.295412091,1.008589485,15.03034586,117.178
"593","5","0","1","1","1","0","0","0","0","0","1","0",4011.337,7.1945,99020.236,746.669,12.01091256,5.97233081,4799.703,404.914,119.361
"572","5","1","1","1","1","0","0","0","0","1","1","0",1005.698856,7.508784947,40987,261.149809,4.082822758,2.472099975,0.313380912,4.396428,119.807
"1111","5","1","1","1","1","0","0","0","0","1","0","0",1702.6061,7.970666667,100557,640.7017188,10.01674697,6.065019571,0.768844863,15.416522,119.915
"542","5","1","1","1","1","0","0","0","0","1","1","0",1038.529612,7.487419355,46423,295.785434,4.624317001,2.799968212,0.354943814,11.136198,120.582
"1081","5","1","1","1","1","0","0","0","0","1","0","0",844.960497,7.813225806,72694,463.1718403,7.241240334,4.384483752,0.555808233,15.516985,121.12
"728","5","1","1","1","1","0","0","0","0","1","1","0",10263.2429,7.238965517,132768.047,845.9352995,13.22537399,3.2726,0.019,2002.9792,122.924
"478","5","1","1","1","1","0","1","0","1","1","1","1",8986.916,7.122333333,236509.887,1506.929315,23.55937124,14.359,1.808321764,471.673145,123.13
"726","5","1","1","1","1","0","0","0","0","1","1","0",2631.96,7.544655914,33084.68,210.7999576,3.295651901,2.09,0.02961629,490.1363358,124.118
"6310","5","1","1","1","1","0","0","0","0","1","1","0",813.122126,7.508784947,43129,274.7976215,4.296193006,2.601293088,0.329758347,7.809245,124.546
"502","5","1","1","1","1","0","0","0","0","1","1","0",3326.11396,7.690322581,215172,317.9350583,4.777650667,8.183736047,1.645175242,72.737814,125.81
"199","5","1","1","1","1","0","0","0","0","1","0","0",1863.92,7.493988095,21742.04808,138.5300633,2.165782534,1.311355223,0.166236681,43.3603023,125.865
"721","5","1","1","1","1","0","0","0","0","1","1","0",10116.8015,7.588666667,83783.317,533.8277316,8.345876336,3.108,0.075,942.9024,126.733
"612","5","1","1","1","1","0","0","0","0","1","1","0",1146.462035,7.508784947,52326,333.3965625,5.21233034,3.156003203,0.400077332,8.695159,127.458
"205","5","1","1","1","1","0","0","0","0","1","0","0",3197.19,7.493988095,28469.2,181.3922986,2.835891811,1.717098314,0.217671551,56.77630339,129.52
"649","5","1","1","1","1","0","0","0","0","1","1","0",1279.256082,7.508784947,42931,273.536059,4.276469706,2.589350868,0.328244466,7.849645,131.874
"504","5","1","1","1","1","0","0","0","0","1","1","0",3457.379058,7.994516129,208901,308.6691188,4.638410211,7.945228208,1.597228047,61.239308,133.2284
"1131","5","1","1","1","1","0","0","0","0","1","0","0",1392.757471,7.747741935,106162,676.4141319,10.57507575,6.403080916,0.811699915,32.173161,133.26
"503","5","1","1","1","1","0","0","0","0","1","1","0",3806.216898,8.023548387,232890,344.1149208,5.171058799,8.857612924,1.780644611,57.021624,133.9752
"1201","5","1","1","1","1","0","0","0","0","1","0","0",2235.85,7.882258065,126716,807.3745139,12.62251369,7.642779915,0.968852946,81.97,134.21
"1161","5","1","1","1","1","0","0","0","0","1","0","0",1603.281957,7.704193548,123861,789.1838021,12.33811964,7.470582744,0.947024012,36.801359,135.44
"621","5","1","1","1","1","0","0","0","0","1","1","1",4886.0303,7.123,151004.8938,962.1318754,15.04199422,16.949,4.6313,301.150003,135.6
"718","5","1","1","1","1","0","0","0","0","1","1","0",6977.93,7.544655914,89761.32,571.9167438,8.941360922,21.1941,0.080351307,1329.778147,135.75
"631","5","1","1","1","1","0","0","0","0","1","1","0",2418.513792,7.258709678,60643,386.388559,6.040808562,3.657636781,0.46366796,87.64178611,136.938
"1171","5","1","1","1","1","0","0","0","0","1","0","0",2033.501394,7.728666667,111921,713.1077604,11.14874487,6.750430655,0.855732429,44.302266,137.64
"1141","5","1","1","1","1","0","0","0","0","1","0","0",1631.057645,7.804,96249,613.2531771,9.587615772,5.805185802,0.735906493,31.945438,141.729
"727","5","1","1","1","1","0","0","0","0","1","1","0",7689.0194,7.825806452,99872.46,636.3401531,9.948558143,3.9593,0.103,1608.3884,141.945
"1101","5","1","1","1","1","0","0","0","0","1","0","0",947.992702,7.786666667,77217,491.9902604,7.691788248,4.657285084,0.590390463,28.291072,142.56
"724","5","1","1","1","1","0","0","0","0","1","1","0",18488.0356,7.544655914,104789,667.6660243,10.43830761,4.020714736,0.093803579,1552.407232,142.769
"203","5","1","1","1","1","0","0","0","0","1","0","0",3098.57,7.493988095,28515,181.6841146,2.84045407,1.719860706,0.218021732,56.86764262,143.58
"1151","5","1","1","1","1","0","0","0","0","1","0","0",1884.88149,7.990967742,97659,622.2370313,9.728069577,5.890228888,0.746687157,14.923214,144.85
"341","5","1","1","1","1","0","0","0","0","1","0","0",436.676773,7.311,35817.54373,228.2124748,1.917049,0.208758,0.966628,13.876207,146.347
"196","5","1","1","1","1","0","0","0","0","1","0","0",1969.6,7.493988095,24866.1,158.4350469,2.476977554,1.499780057,0.190122749,49.59061856,146.79
"509","5","1","1","1","1","0","0","0","0","1","1","0",3083.77779,7.393,200019,295.5452031,3.206366,7.607415,1.529317508,461.360258,147.4428
"630","5","1","1","1","1","0","0","0","0","1","1","0",3977.882,7.258709678,61977,394.8881771,6.173691807,3.738095985,0.473867539,89.56969441,147.91
"635","5","1","1","1","1","0","0","0","0","1","1","0",3738.952,7.258709678,64712,412.3143056,6.446132343,3.903055446,0.494778969,93.52233997,148.006
"508","5","1","1","1","1","0","0","0","0","1","1","0",3694.552277,7.903077968,205623,303.825593,4.565625932,7.82055452,1.572164914,58.469872,150.3474
"719","5","1","1","1","1","0","0","0","0","1","1","0",6655.7015,7.544655914,52568.058,334.9388418,5.236442373,1.9001,0.364,583.5324,154.831
"1051","5","1","1","1","1","0","0","0","0","1","1","1",26695.34,7.446451613,202681.47,1291.390616,20.18963375,12.22457991,1.549674384,2329.081,156.2035
"636","5","1","1","1","1","0","0","0","0","1","1","0",3133.748396,7.258709678,67901,432.6331076,6.763797011,4.095397574,0.51916162,98.13111025,157
"512","5","1","1","1","1","0","0","0","0","1","1","0",3816.521051,7.940537645,229189,338.6463763,5.088882284,8.716851081,1.752347279,53.993791,159.1949
"204","5","1","1","1","1","0","0","0","0","1","0","0",3811.78,7.493988095,25650.2,163.4309618,2.555083815,1.547072456,0.196117869,51.15435409,161.94
"716","5","1","1","1","1","0","0","0","0","1","1","0",8263,7.544655914,85959.49,547.6932783,8.562650647,22.96,0.076948037,1273.455553,162.052
"1191","5","1","1","1","1","0","0","0","0","1","0","0",1609.833025,8.093548387,95163,606.3336979,9.479436459,5.739684531,0.727603088,92.604772,162.406
"1211","5","1","1","1","1","0","0","0","0","1","0","0",2124.32,7.972580645,114188,727.5520139,11.37456669,6.887163049,0.873065597,28.91,164.59
"202","5","1","1","1","1","0","0","0","0","1","0","0",2896.7,7.493988095,24454.2,155.8106146,2.435947112,1.474936619,0.186973419,48.76916381,167.19
"723","5","1","1","1","1","0","0","0","0","1","1","0",6181.2559,7.544655914,43247,275.5494618,4.307947296,1.659371214,0.038713256,640.6870525,167.417
"510","5","1","1","1","1","0","0","0","0","1","1","0",3312.061071,7.750107516,179527,265.266518,3.440411,8.644776,1.372638521,56.841991,172.3372
"201","5","1","1","1","1","0","0","0","0","1","0","0",2086.01,7.493988095,20223.28578,128.8532271,2.014494631,1.219752221,0.154624436,40.33142516,173.295
"639","5","1","1","1","1","0","0","0","0","1","1","0",2575.83422,7.258709678,71467,455.3539757,7.119015641,4.310478173,0.546426761,23.516748,174.101
"652","5","1","1","1","1","0","0","0","0","1","1","0",717.690417,7.508784947,39670,252.7585069,3.951632928,2.392666113,0.303311313,15.73298,181.016
"198","5","1","1","1","1","0","0","0","0","1","0","0",5754.8,7.493988095,29323,186.832309,2.920941072,1.768594617,0.224199587,58.47904207,185.16
"209","4","1","1","1","1","0","0","0","0","1","1","1",369.59,7.493988095,1531.5,9.757994792,0.152556739,0.14,0.104861349,22.94,190.83
"729","5","1","1","1","1","0","0","0","0","1","1","0",15319.0122,7.544655914,118572,755.4847917,11.81126845,4.549563291,0.106141656,1756.596878,193.087
"206","4","1","1","1","1","0","0","0","0","1","1","1",2830.27,7.493988095,13901.85,88.57602344,1.384799804,1.43,1.81,133.57,194.41
"730","5","1","1","1","1","0","0","0","0","1","1","0",15469.429,7.544655914,96617,615.5978993,9.624273219,3.707158152,0.08648828,1431.342312,196.594
"208","4","1","1","1","1","0","0","0","0","1","1","1",3759.92,7.493988095,16417.75,104.6061502,1.635415213,1.2,0.69,138.86,204.28
"200","5","1","1","1","1","0","0","0","0","1","0","0",3705.93,7.493988095,31235.2,199.0159444,3.111420339,1.883927517,0.238820003,62.29255447,206.8
"514","5","1","1","1","1","0","0","0","0","1","1","0",2955.568011,7.774666667,149744,221.2595848,4.324377,3.306228,1.144921837,67.2603,206.97
"193","5","1","1","1","1","0","0","0","0","1","0","0",4165.21,7.493988095,25236,160.791875,2.513824264,1.522090296,0.192950953,50.32831244,215.68
"511","5","1","1","1","1","0","0","0","0","1","1","0",3358.229943,7.540940154,144574,213.620467,3.210102,5.290561,1.105392735,39.806858,217.17
"197","5","1","1","1","1","0","0","0","0","1","0","0",4741.2,7.493988095,27645,176.1408854,2.753791084,1.667387313,0.211369832,55.13259619,218.25
"195","5","1","1","1","1","0","0","0","0","1","0","0",5616.49,7.493988095,27119,172.7894618,2.701394842,1.63566202,0.207348109,54.0835911,218.43
"643","5","1","1","1","1","0","0","0","0","1","1","0",2489.0801,7.258709678,57071.872,363.6350178,5.685079119,3.442246891,0.436363611,82.48076116,221.32
"598","5","0","1","1","1","0","0","0","0","0","1","0",4284.689,8.157741935,175679.612,1287.767,24.675,10.59598322,255.582,10.826,222.475
"207","4","1","1","1","1","0","0","0","0","1","1","1",1124.32,7.493988095,4235.45,26.98628733,0.421904303,0.72,0.29,56.03,223.26
"599","5","0","1","1","1","0","0","0","0","0","1","0",4287.764,7.949666667,176952.974,1229.469,25.149,10.67278509,21.309,7.285,239.129
"597","5","0","1","1","1","0","0","0","0","0","1","0",4839.52,8.291666667,171332.74,1238.926,24.517,10.33380492,213.606,29.328,242.81
"600","5","0","1","1","1","0","0","0","0","0","1","0",4635.615,8.070645161,181743.141,1311.802,25.301,10.9617004,243.705,126.349,246.584
"831","5","0","0","1","0","0","0","0","0","0","0","0",2760.3218,7.64892555,106431,678.1280729,10.60187154,6.3824,0.004794498,138.50637,261.24
